Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
4:15	s42c		rc://*/ta/man/translate/grammar-connect-condition-fact	אִם־זֹנֶ֤ה אַתָּה֙ יִשְׂרָאֵ֔ל	1	The speaker is speaking as if this were a hypothetical possibility, but he means that it is actually true. If your language does not state something as a condition if it is certain or true, then you could translate this as a confident statement. Alternate translation: [Although you are prostituting yourself, Israel]
4:15	giji		rc://*/ta/man/translate/translate-names	בֵּ֣ית אָ֔וֶן	1	The speaker is calling the city of Bethel **Beth Aven** as a derogatory wordplay because of all the idol worship there. “Bethel” means “house of God” and “Beth Aven” means “house of evil.”
4:15	dbm2		rc://*/ta/man/translate/writing-oathformula	חַי־יְהוָֽה	1	Following the custom of his culture, the speaker is using a common phrase that would be used in swearing an oath and guaranteeing it by something that he holds sacred. Alternate translation: [As Yahweh is my witness, I promise]
4:16	couf		rc://*/ta/man/translate/figs-simile	כְּ⁠פָרָ֣ה סֹֽרֵרָ֔ה סָרַ֖ר יִשְׂרָאֵ֑ל	1	The point of this comparison is that just as **a stubborn cow** refuses to be led, so **Israel** refuses to obey Yahweh. If it would be helpful in your language, you could make this point explicitly. Alternate translation: [Israel refuses to obey Yahweh just as a stubborn cow refuses to be led]
4:16	gukx		rc://*/ta/man/translate/figs-simile	עַתָּה֙ יִרְעֵ֣⁠ם יְהוָ֔ה כְּ⁠כֶ֖בֶשׂ בַּ⁠מֶּרְחָֽב	1	The point of this comparison is that just as **a lamb in a wide place** would have the freedom to roam, so the people would have freedom if they had obeyed God. If it would be helpful in your language, you could make this point explicitly. Alternate translation: [Now will Yahweh allow them freedom to roam like a lamb looking for pasture]
4:16	bmm2		rc://*/ta/man/translate/figs-rquestion	עַתָּה֙ יִרְעֵ֣⁠ם יְהוָ֔ה כְּ⁠כֶ֖בֶשׂ בַּ⁠מֶּרְחָֽב	1	The speaker is using the question form to emphasize that Yahweh will certainly not act in this way. If a speaker of your language would not use the question form for that purpose, you could translate this as a statement or as an exclamation. Alternate translation: [Surely Yahweh will not pasture them like a lamb in a wide place!]
4:17	guev		rc://*/ta/man/translate/figs-metaphor	חֲב֧וּר עֲצַבִּ֛ים אֶפְרָ֖יִם	1	Here the speaker is speaking of Ephraim committing himself to worshiping idols as if he and the idols were **joined** together. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [Ephraim has committed himself to worshiping idols]
4:17	yg2r		rc://*/ta/man/translate/figs-metonymy	חֲב֧וּר עֲצַבִּ֛ים אֶפְרָ֖יִם	1	The speaker is using the tribe of **Ephraim**, to represent the people of the northern kingdom of Israel. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [The people of the northern kingdom of Israel are joined to idols]
4:17	s7jz		rc://*/ta/man/translate/writing-pronouns	הַֽנַּֽח־לֽ⁠וֹ	1	The pronoun **him** refers to Ephraim, that is, the northern kingdom of Israel. It may be helpful to clarify this for your readers. Alternate translation: [The people of the northern kingdom]
4:18	jah5		rc://*/ta/man/translate/figs-reduplication	הַזְנֵ֣ה הִזְנ֔וּ	1	The speaker is repeating forms of the verb **prostituted** in order to intensify his expression of the idea that it conveys. If your language can repeat words for intensification, it would be appropriate to do that here in your translation. If not, your language may have another way of expressing the intensification. Alternate translation: [They have completely prostituted themselves]
4:18	rtbg		rc://*/ta/man/translate/writing-pronouns	מָגִנֶּֽי⁠הָ	1	The pronoun **Her** still refers to the people of the northern kingdom of Israel, called “Ephraim”, whom the speaker has been describing. If it would be helpful in your language, you could continue to translate these in the third person here and in the next verse. [Their shields]
4:18	cwmb		rc://*/ta/man/translate/writing-pronouns	מָגִנֶּֽי⁠הָ	1	Here, **shields** represents “rulers” or “leaders” who are supposed to be protecting the people. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [Her rulers]
4:18	k8o6		rc://*/ta/man/translate/figs-reduplication	אָהֲב֥וּ הֵב֛וּ	1	The speaker is repeating forms of the verb **loved** in order to intensify his expression of the idea that it conveys. If your language can repeat words for intensification, it would be appropriate to do that here in your translation. If not, your language may have another way of expressing the intensification. Alternate translation: [have passionately loved]
4:18	vu8x		rc://*/ta/man/translate/figs-abstractnouns	קָל֖וֹן	1	If your language does not use an abstract noun for the idea of **dishonor**, you could express the same idea in another way. Alternate translation: [disgraceful things]
4:19	kprt		rc://*/ta/man/translate/figs-metaphor	צָרַ֥ר ר֛וּחַ אוֹתָ֖⁠הּ בִּ⁠כְנָפֶ֑י⁠הָ	1	The speaker is speaking of the people being taken into exile by enemies as if the enemies were a **wind** that had wings that had blown them away. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [An enemy has suddenly taken them away]
4:19	t4s4		rc://*/ta/man/translate/figs-abstractnouns	וְ⁠יֵבֹ֖שׁוּ	1	If your language does not use an abstract noun for the idea of **shame**, you could express the same idea in another way. Alternate translation: [and they will be disgraced]
5:intro	rtwb					# Hosea 5 Chapter Introduction\n\n## Structure and Formatting\n\n1. Yahweh calls Israel’s leaders to account (1–7)\n2. Judgment comes upon Israel and Judah (8–14)\n3. Yahweh withdraws until his people seek him (15)\n\n## Religious and Cultural Concepts in This Chapter\n\n### Idolatry as prostitution\n\nHosea describes Israel’s worship of other gods as sexual unfaithfulness. The “spirit of prostitutions” (verse 4) portrays idolatry as a deep compulsion which is preventing their return to Yahweh.
5:1	wmne		rc://*/ta/man/translate/figs-metaphor	בֵּ֣ית יִשְׂרָאֵ֗ל	1	Here, **house** means all the people descended from a particular person. It envisions them as if they were one household living together. So the **house of Israel** figuratively means all the people descended from the patriarch Jacob, who was also known as Israel. Alternate translation: [you people of Israel]
5:1	y3r4		rc://*/ta/man/translate/figs-metonymy	הַאֲזִ֔ינוּ	1	The speaker is using the phrase **give ear** to mean “listen to me.” If it would be helpful in your language, you could use an equivalent expression or state the meaning plainly as in the UST.
5:1	g607		rc://*/ta/man/translate/figs-metaphor	וּ⁠בֵ֤ית הַ⁠מֶּ֨לֶךְ֙	1	Here, **house of the king** means all the people who were considered a part of the king’s court as if they were one household living together. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [all you who serve in the king’s court]
5:1	ab7a		rc://*/ta/man/translate/figs-abstractnouns	לָ⁠כֶ֖ם הַ⁠מִּשְׁפָּ֑ט	1	If your language does not use an abstract noun for the idea of **judgment**, you could express the same idea in another way. Alternate translation: [you will be judged]
5:1	iwcs		rc://*/ta/man/translate/figs-metaphor	פַח֙	1	The speaker is speaking of the leaders trying to get the people to sin as if they were setting a trap or a **snare** to catch animals. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [a cause of sin]
5:1	iul1		rc://*/ta/man/translate/figs-metaphor	וְ⁠רֶ֖שֶׁת פְּרוּשָׂ֥ה עַל־תָּבֽוֹר	1	The speaker is speaking as if the leaders were a trap or **a net spread** to catch prey. He means that they have trapped the people in sin. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [and you have schemed to make the people sin at Tabor]
5:2	bunx		rc://*/ta/man/translate/figs-abstractnouns	וְ⁠שַׁחֲטָ֥ה שֵׂטִ֖ים הֶעְמִ֑יקוּ	1	If your language does not use an abstract noun for the idea of **slaughter**, you could express the same idea in another way. Alternate translation: [And the revolters have slaughtered many people]
5:2	trvw		rc://*/ta/man/translate/figs-abstractnouns	וַ⁠אֲנִ֖י מוּסָ֥ר לְ⁠כֻלָּֽ⁠ם	1	If your language does not use an abstract noun for the idea of **reproof**, you could express the same idea in another way. Alternate translation: [but I will rebuke all of them]
5:3	tt29		rc://*/ta/man/translate/writing-pronouns	יָדַ֣עְתִּי אֶפְרַ֔יִם	1	The speaker is stating the pronoun **I** separately, even though the verb translated as **I know** already includes this meaning. He is doing that to emphasize that he is the one who knows all about them. If a speaker of your language would use an explicit pronoun for the same purpose, you may want to use that construction in your translation. If not, your language may have other ways of showing the meaning here. Alternate translation: [indeed know Ephraim]
5:3	f21q		rc://*/ta/man/translate/figs-metonymy	אֶפְרַ֔יִם	1	The speaker is using the tribe of **Ephraim**, to represent the people of the northern kingdom of Israel. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [you people of the northern kingdom of Israel]
5:3	homr		rc://*/ta/man/translate/figs-activepassive	וְ⁠יִשְׂרָאֵ֖ל לֹֽא־נִכְחַ֣ד מִמֶּ֑⁠נִּי	1	The expression **is not hidden** is a passive verbal form. If it would be unnatural to use that form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: [and I see Israel clearly]
5:3	jcec		rc://*/ta/man/translate/figs-litotes	וְ⁠יִשְׂרָאֵ֖ל לֹֽא־נִכְחַ֣ד מִמֶּ֑⁠נִּי	1	The speaker is emphasizing a positive meaning by using a negative word, **not**, together with a mild expression that is the opposite of the intended meaning. If it would be helpful in your language, you could emphasize the positive meaning in a strong way. Alternate translation: [and everything about Israel is fully revealed to me]
5:3	p7dm		rc://*/ta/man/translate/figs-activepassive	נִטְמָ֖א יִשְׂרָאֵֽל	1	The expression **is defiled** is a passive verbal form. If it would be unnatural to use that form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: [Israel has defiled itself]
5:4	ohjk		rc://*/ta/man/translate/figs-personification	לֹ֤א יִתְּנוּ֙ מַ֣עַלְלֵי⁠הֶ֔ם	1	The speaker is speaking of their **deeds** as if they were a living thing that could prevent people from doing something. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [Because of what they have done, they are not able]
5:4	dwh0		rc://*/ta/man/translate/figs-metaphor	לָ⁠שׁ֖וּב אֶל־אֱלֹֽהֵי⁠הֶ֑ם	1	The speaker is speaking as if repenting and worshiping God again were to physically change directions and **return** to him. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [to repent and worship their God again]
5:4	p1ek		rc://*/ta/man/translate/figs-possession	ר֤וּחַ זְנוּנִים֙	1	The phrase **a spirit of prostitutions** could mean: (1) the prevailing attitude in Israel was in favor of prostitution. Alternate translation: [an attitude of unfaithfulness] or (2) an evil spirit is causing the people to participate in prostitution. Alternate translation: [an evil spirit promoting prostitution]
5:5	p1ol		rc://*/ta/man/translate/figs-personification	וְ⁠עָנָ֥ה גְאֽוֹן־יִשְׂרָאֵ֖ל בְּ⁠פָנָ֑י⁠ו	1	The speaker is speaking of **pride** as if it were a living thing that could **testify** against someone. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [And Israel’s pride makes his guilt evident]
5:5	lonl		rc://*/ta/man/translate/figs-abstractnouns	גְאֽוֹן	1	If your language does not use an abstract noun for the idea of **pride**, you could express the same idea in another way. Alternate translation: [the proud behavior of]
5:5	lkfx		rc://*/ta/man/translate/figs-metonymy	בְּ⁠פָנָ֑י⁠ו	1	Here, **his face** represents his presence or himself. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [against him]
5:5	dc87		rc://*/ta/man/translate/figs-metaphor	יִכָּֽשְׁלוּ֙ בַּ⁠עֲוֺנָ֔⁠ם	1	The speaker is speaking of the people’s moral failure as if they actually **stumble** as they walk. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly as modeled in the UST.
5:5	qq92		rc://*/ta/man/translate/figs-abstractnouns	בַּ⁠עֲוֺנָ֔⁠ם	1	If your language does not use an abstract noun for the idea of **sin**, you could express the same idea in another way. Alternate translation: [from their sinful actions]
5:6	k55i			לְ⁠בַקֵּ֥שׁ אֶת־יְהוָ֖ה וְ⁠לֹ֣א יִמְצָ֑אוּ	1	The speaker is speaking of the people trying to appease Yahweh as if they went to **seek** but could not **find** him. He means that the people will pray and make sacrifices to Yahweh but he will not accept it because of their sin. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly as modeled in the UST.
5:6	qu3u		rc://*/ta/man/translate/figs-metaphor	חָלַ֖ץ מֵ⁠הֶֽם	1	Yahweh is speaking as if his refusal to accept the people’s worship were his having physically **withdrawn** from them. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [He refuses to respond to them]
5:7	fi0s		rc://*/ta/man/translate/figs-metaphor	בָנִ֥ים זָרִ֖ים יָלָ֑דוּ	1	The speaker is speaking of the people’s failure to keep their covenant with Yahweh as if it had resulted in their having **borne strange children**, that is, producing a generation that does not belong to him. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [their descendants do not belong to Yahweh]
5:7	myxh		rc://*/ta/man/translate/figs-metaphor	יֹאכְלֵ֥⁠ם	1	The speaker is speaking as if Yahweh would **devour** the people like a predator consuming its prey. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [he will destroy them]
5:7	dns7			אֶת־חֶלְקֵי⁠הֶֽם	1	The phrase **their portions** could refer to: (1) the people’s portion of the sacrifice that they offer as modeled in the UST, or (2) it could refer to the portion of the land that Yahweh had allotted to them. Alternate translation: [with their portions of the land]
5:8	daqv		rc://*/ta/man/translate/translate-unknown	שׁוֹפָר֙	1	A **shofar** is a kind of musical instrument made from a ram’s horn. If your readers would not be familiar with what a **shofar** is, you could use the name of a similar thing that your readers would recognize, or you could use a more general term. Alternate translation: [a ram’s horn]
5:8	obbt		rc://*/ta/man/translate/translate-names	בֵּ֣ית אָ֔וֶן	1	The speaker is calling the city of Bethel **Beth Aven** as a derogatory wordplay because of all the idol worship there. “Bethel” means “house of God” and “Beth Aven” means “house of evil.”
5:8	l5i4		rc://*/ta/man/translate/figs-idiom	אַחֲרֶ֖י⁠ךָ בִּנְיָמִֽין	1	The speaker is using **After you** as a common expression of the culture to mean “lead the way.” If this phrase does not have that meaning for your readers, you could use a comparable expression from your language that does have that meaning, or you could state the meaning plainly. Alternate translation: [Lead the way, Benjamin]
5:8	q643		rc://*/ta/man/translate/figs-metonymy	בִּנְיָמִֽין	1	The speaker is using **Benjamin**, to represent the advance warriors of the southern kingdom. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [warriors of Benjamin]
5:9	c78u		rc://*/ta/man/translate/figs-abstractnouns	לְ⁠שַׁמָּ֣ה	1	If your language does not use abstract noun for the idea of **desolation**, you could express the same idea in another way. Alternate translation: [a wasteland]
5:9	h52u		rc://*/ta/man/translate/figs-abstractnouns	תּֽוֹכֵחָ֑ה	1	If your language does not use an abstract noun for the idea of **rebuke**, you could express the same idea in another way. Alternate translation: [being rebuked]
5:10	de9o		rc://*/ta/man/translate/figs-simile	כְּ⁠מַסִּיגֵ֖י גְּב֑וּל	1	The point of this comparison is that just as **the movers of a boundary** dishonestly steal land that belongs to others by changing the boundaries, so the leaders or **princes of Judah** have violated what rightfully belongs to others. If it would be helpful in your language, you could make this point explicitly. Alternate translation: [like those who dishonestly steal land that belongs to others]
5:10	rngj		rc://*/ta/man/translate/figs-metaphor	עֲלֵי⁠הֶ֕ם אֶשְׁפּ֥וֹךְ כַּ⁠מַּ֖יִם עֶבְרָתִֽ⁠י	1	The speaker is speaking of punishing them as if his anger were a liquid that he could **pour out** like water. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [I will punish them in my anger]
5:10	scwv		rc://*/ta/man/translate/figs-abstractnouns	עֶבְרָתִֽ⁠י	1	If your language does not use an abstract noun for the idea of **wrath**, you could express the same idea in another way. Alternate translation: [my great anger]
5:11	vtn5		rc://*/ta/man/translate/figs-activepassive	עָשׁ֥וּק אֶפְרַ֖יִם	1	The expression **is oppressed, crushed** use passive verbal forms. If it would be unnatural to use that form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: [I will oppress and crush Ephraim]
5:11	lr8q		rc://*/ta/man/translate/figs-doublet	עָשׁ֥וּק & רְצ֣וּץ	1	The terms **oppressed** and **crushed** mean similar things. The speaker is using the two terms together for emphasis. If it would be clearer for your readers, you could express the emphasis with a single phrase. Alternate translation: [severely oppressed]
5:11	hx20		rc://*/ta/man/translate/figs-abstractnouns	מִשְׁפָּ֑ט	1	If your language does not use an abstract noun for the idea of **judgment**, you could express the same idea in another way. Alternate translation: [in the judging of him]
5:11	gyjc		rc://*/ta/man/translate/figs-metaphor	הָלַ֖ךְ אַחֲרֵי־צָֽו	1	The speaker is speaking as if Ephraim’s devotion to worthless idols were physically having **walked after** them. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [he devoted himself to what is worthless]
5:12	wlmu		rc://*/ta/man/translate/figs-simile	כָ⁠עָ֖שׁ לְ⁠אֶפְרָ֑יִם	1	The point of this comparison is that just as a **moth** slowly destroys clothing by eating through it, so Yahweh will slowly destroy Ephraim. If it would be helpful in your language, you could make this point explicitly. Alternate translation: [the one who destroys Ephraim just as a moth destroys clothing]
5:12	a5p5		rc://*/ta/man/translate/figs-simile	וְ⁠כָ⁠רָקָ֖ב לְ⁠בֵ֥ית יְהוּדָֽה	1	The point of this comparison is that just as **rot** slowly destroys wood by decaying it, so Yahweh will slowly destroy the **house of Judah**. If it would be helpful in your language, you could make this point explicitly. Alternate translation: [and I will slowly destroy the house of Judah just as rot destroys wood]
5:12	y65e		rc://*/ta/man/translate/figs-metaphor	לְ⁠בֵ֥ית יְהוּדָֽה	1	Here, **house** means all the people descended from a particular person. It envisions them as if they were one household living together. So **the house of Judah** figuratively means all the people descended from the patriarch Judah, who was also known as Israel. Alternate translation: [to the tribe of Judah]
5:13	za5b		rc://*/ta/man/translate/figs-metaphor	אֶת־חָלְי֗⁠וֹ	1	The speaker is speaking as if Ephraim’s national weakness were a physical **sickness**. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [how weak his nation was]
5:13	fpfb		rc://*/ta/man/translate/figs-metaphor	אֶת־מְזֹר֔⁠וֹ	1	The speaker is speaking as if Judah’s national suffering were a physical **wound**. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [how distressed his people were]
5:13	r836		rc://*/ta/man/translate/figs-parallelism	וַ⁠יֵּ֤לֶךְ אֶפְרַ֨יִם֙ אֶל־אַשּׁ֔וּר וַ⁠יִּשְׁלַ֖ח אֶל־מֶ֣לֶךְ יָרֵ֑ב	1	These two clauses mean basically the same thing since **Yareb** was another name for **Assyria**. If it would be helpful to your readers, you could combine them into a single phrase as in the UST. Another approach would be to connect the phrases with a word other than “and” that shows that the second phrase is repeating the first one, not saying something additional. Alternate translation: [then Ephraim went to Assyria, indeed, he sent to the king of Yareb]
5:13	s85t		rc://*/ta/man/translate/writing-pronouns	וְ⁠ה֗וּא לֹ֤א יוּכַל֙ לִ⁠רְפֹּ֣א לָ⁠כֶ֔ם	1	The speaker is stating the pronoun **he** separately, even though the verb translated as **he is not able** already includes this meaning. He is doing that to emphasize that the king of Assyria is definitely not the one who can help them. If a speaker of your language would use an explicit pronoun for the same purpose, you may want to use that construction in your translation. If not, your language may have other ways of showing the meaning here. Alternate translation: [But the king of Assyria is certainly not able to heal you]
5:13	za3b		rc://*/ta/man/translate/translate-alternativereadings	מֶ֣לֶךְ יָרֵ֑ב	1	The word **Yareb** represents the written Hebrew text both here and in 10:6. It may be an alternative name for the country of Assyria that is otherwise unknown. Scholars have proposed, however, that a word that shares most of these letters that means “great” would make better sense and may have been original. You may want to follow the major translation in your area. Alternate translation: [the great king]
5:14	kxca		rc://*/ta/man/translate/figs-simile	כַ⁠שַּׁ֨חַל֙ לְ⁠אֶפְרַ֔יִם וְ⁠כַ⁠כְּפִ֖יר לְ⁠בֵ֣ית	1	The point of this comparison is that just as a **lion** is powerful and tears apart its prey, so Yahweh will powerfully destroy the people of Ephraim and Judah. If it would be helpful in your language, you could make this point explicitly. Alternate translation: [like a lion that will tear apart both Ephraim and]
5:14	x5ti		rc://*/ta/man/translate/writing-pronouns	אֲנִ֨י אֲנִ֤י אֶטְרֹף֙ וְ⁠אֵלֵ֔ךְ	1	The speaker is repeating the pronoun **I** separately two times, even though the verb translated as **I will tear** already includes this meaning. He is doing that to emphasize that Yahweh himself is the one doing this. If a speaker of your language would use an explicit pronoun for the same purpose, you may want to use that construction in your translation. If not, your language may have other ways of showing the meaning here. Alternate translation: [I, Yahweh, myself will tear and go away]
5:14	dxs8		rc://*/ta/man/translate/figs-metaphor	אֶטְרֹף֙ וְ⁠אֵלֵ֔ךְ	1	The speaker is speaking of their enemies attacking them as if Yahweh had allowed a predatory animal to **tear** apart its prey and then **go away** and leave them to themselves. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [I will allow their enemies to attack them and will leave them undefended]
5:14	sbds			אֶשָּׂ֖א	1	The speaker is speaking of Yahweh causing their enemies to take them into exile as if they were a predatory animal able to **carry off** its prey. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [I will allow them to be taken into exile in another land]
5:15	cw17		rc://*/ta/man/translate/figs-metaphor	אָשׁ֨וּבָה֙ אֶל־מְקוֹמִ֔⁠י	1	The speaker is speaking as if Yahweh had a physical **place** to which he would **return**, meaning that he will withdraw his presence from the people. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [I shall withdraw my presence from them]
5:15	vtrl		rc://*/ta/man/translate/figs-abstractnouns	יֶאְשְׁמ֖וּ	1	If your language does not use an abstract noun for the idea of **guilt**, you could express the same idea in another way. Alternate translation: [they acknowledge that they have sinned]
5:15	sijw		rc://*/ta/man/translate/figs-metaphor	וּ⁠בִקְשׁ֣וּ פָנָ֑⁠י	1	Here the speaker is speaking of Yahweh as if he were a person located in a specific place that someone would need to **seek**. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [and want to be reconciled to me again]
5:15	mbnf		rc://*/ta/man/translate/figs-abstractnouns	בַּ⁠צַּ֥ר לָ⁠הֶ֖ם	1	If your language does not use an abstract noun for the idea of **distress**, you could express the same idea in another way. Alternate translation: [When they are suffering]
5:15	go2v		rc://*/ta/man/translate/figs-metonymy	פָנָ֑⁠י	1	Here, **my face** represents Yahweh’s presence. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [my presence]
5:15	e7a4		rc://*/ta/man/translate/translate-alternativereadings	יֶאְשְׁמ֖וּ	1	The verb translated as **acknowledge their guilt** could also mean, “bear their guilt.” Alternate translation: [they bear their guilt] or [they have been punished for their guilt]
6:intro	p10m					# Hosea 6 Chapter Introduction\n\n## Structure and Formatting\n\n1. A call to return to Yahweh (1–3)\n2. Yahweh rebukes Israel’s shallow repentance (4–6)\n3. Israel’s persistent sin and covenant unfaithfulness (7–11)\n\n## Religious and Cultural Concepts in This Chapter\n\n### Covenant faithfulness versus sacrifice\n\nYahweh declares he desires covenant faithfulness and knowledge of God rather than sacrifices and burnt offerings (v. 6), prioritizing ongoing relational loyalty over ritual acts.\n\n## Translation Issues in This Chapter\n\n### Unattributed speaker transitions\n\nThe chapter shifts speakers without quotation margins: the people speak in verses 1-3, then Yahweh responds beginning in verse 4. Translators may need to clarify who is speaking.
6:1	r8wq		rc://*/ta/man/translate/grammar-connect-logic-result	לְכוּ֙ וְ⁠נָשׁ֣וּבָה אֶל־יְהוָ֔ה כִּ֛י ה֥וּא טָרָ֖ף וְ⁠יִרְפָּאֵ֑⁠נוּ יַ֖ךְ וְ⁠יַחְבְּשֵֽׁ⁠נוּ	1	If it would be more natural in your language, you could reverse the order of these phrases, since the second phrase gives the reason for the result that the first phrase describes. Alternate translation: [He, he has torn, and he will heal us; he struck, and he will bind us up. Therefore, come, and let us return to Yahweh]
6:1	hyj2		rc://*/ta/man/translate/writing-quotations	לְכוּ֙ וְ⁠נָשׁ֣וּבָה אֶל־יְהוָ֔ה	1	This is the beginning of what the people said. If it would be helpful to your readers, you could mark that this is a direct quote of the people as modeled in the UST.
6:1	lh2z		rc://*/ta/man/translate/figs-imperative	לְכוּ֙ וְ⁠נָשׁ֣וּבָה אֶל־יְהוָ֔ה	1	The word translated as **Come** is an imperative, but it communicates an exhortation to mutual action rather than a command. If the imperative does not communicate an exhortation for your readers, then use a form in your language that communicates an exhortation. Alternate translation: [Let us come and return to Yahweh]
6:1	f1c8		rc://*/ta/man/translate/figs-metaphor	וְ⁠נָשׁ֣וּבָה אֶל־יְהוָ֔ה	1	The people are speaking of renewing their loyalty to Yahweh as if they were going to physically **return** to him. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [and let us renew our loyalty to Yahweh]
6:1	h91p		rc://*/ta/man/translate/figs-parallelism	כִּ֛י ה֥וּא טָרָ֖ף וְ⁠יִרְפָּאֵ֑⁠נוּ יַ֖ךְ וְ⁠יַחְבְּשֵֽׁ⁠נוּ	1	These two clauses mean basically the same thing. The second emphasizes the meaning of the first by repeating the same idea with different words. If it would be helpful to your readers, you could combine them and express the emphasis in another way. Alternate translation: [for even though he has wounded us, he will certainly heal us]
6:1	gcad		rc://*/ta/man/translate/writing-pronouns	כִּ֛י ה֥וּא טָרָ֖ף	1	The people are stating the pronoun **he** separately, even though the verb translated as **he has torn** already includes this meaning. They are doing that to emphasize that Yahweh is the one who is doing this. If a speaker of your language would use an explicit pronoun for the same purpose, you may want to use that construction in your translation. If not, your language may have other ways of showing the meaning here. Alternate translation: [for Yahweh himself has torn]
6:1	vcvc		rc://*/ta/man/translate/figs-metaphor	טָרָ֖ף וְ⁠יִרְפָּאֵ֑⁠נוּ	1	The people are speaking of Yahweh’s discipline as if he were a predator that had **torn** them. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [he has injured us, and he will heal us]
6:2	wtk4		rc://*/ta/man/translate/figs-metaphor	יְחַיֵּ֖⁠נוּ	1	The people are speaking of their national restoration as if Yahweh would bring them back from death by **reviving** them. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [He will restore our nation]
6:2	zp9w		rc://*/ta/man/translate/figs-idiom	מִ⁠יֹּמָ֑יִם בַּ⁠יּוֹם֙ הַ⁠שְּׁלִישִׁ֔י	1	The people are using **after two days** and **on the third day** as a common expression of the culture to mean “in a very short time.” If this phrase does not have that meaning for your readers, you could use a comparable expression from your language that does have that meaning, or you could state the meaning plainly. Alternate translation: [in a very short time; soon]
6:2	d5sm		rc://*/ta/man/translate/figs-metaphor	יְקִמֵ֖⁠נוּ	1	The people are speaking of their national restoration as if Yahweh would lift them up from the ground and physically **raise** them up. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [he will make us well again]
6:2	eti4		rc://*/ta/man/translate/figs-metonymy	וְ⁠נִחְיֶ֥ה לְ⁠פָנָֽי⁠ו	1	Here, **his face** represents Yahweh’s presence. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [and we will live in his presence]
6:3	dru8		rc://*/ta/man/translate/figs-simile	וְ⁠יָב֤וֹא כַ⁠גֶּ֨שֶׁם֙ לָ֔⁠נוּ	1	The point of this comparison is that just as **the rain** refreshes and nourishes the land, so Yahweh will refresh and restore his people. If it would be helpful in your language, you could make this point explicitly. Alternate translation: [and he will come and refresh and restore us]
6:3	awd4		rc://*/ta/man/translate/figs-simile	כְּ⁠מַלְק֖וֹשׁ י֥וֹרֶה אָֽרֶץ	1	The point of this comparison is that just as **the latter rain** gives life to the land by watering it, so Yahweh will give life and blessing to his people. If it would be helpful in your language, you could make this point explicitly. Alternate translation: [to give us life, just as the latter rain waters the land]
6:3	tze4		rc://*/ta/man/translate/figs-simile	כְּ⁠שַׁ֖חַר נָכ֣וֹן מֽוֹצָא֑⁠וֹ	1	The point of this comparison is that just as **the dawn** will certainly come each day, so Yahweh’s **going forth** will certainly happen. If it would be helpful in your language, you could make this point explicitly. Alternate translation: [He is as certain to go forth as the dawn is to come]
6:3	eq75		rc://*/ta/man/translate/figs-activepassive	נָכ֣וֹן מֽוֹצָא֑⁠וֹ	1	The expression **is established** is a passive verbal form. If it would be unnatural to use that form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: [he will certainly go forth]
