Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
3:18	inqe		rc://*/ta/man/translate/figs-idiom	וְ⁠נָקַ֥ל זֹ֖את בְּ⁠עֵינֵ֣י יְהוָ֑ה	1	Elisha is using **in the eyes of Yahweh** as a common expression of his culture to mean “in the judgment of Yahweh” or “from Yahweh’s perspective.” If this phrase does not have that meaning for your readers, you could use a comparable expression from your language that does have that meaning, or you could state the meaning plainly. Alternate translation: [And this is easy from Yahweh’s perspective]
3:18	b778		rc://*/ta/man/translate/figs-metonymy	בְּ⁠יֶדְ⁠כֶֽם	1	Here, **hand** represents power or control. If it would be helpful in your language, you could use an equivalent expression or state the meaning plainly. Alternate translation: [into your power]
3:19	y2wg		rc://*/ta/man/translate/figs-explicit	וְ⁠הִכִּיתֶ֞ם	1	See the discussion in the introduction to 2 Kings of how the author and characters may use the term “strike” to mean “destroy.” Alternate translation: [And you will destroy]
3:20	df38		rc://*/ta/man/translate/writing-newevent	וַ⁠יְהִ֤י	1	The author is using this phrase to introduce a new development within an event. See how you translated the same phrase in [2:9](../02/09.md).
3:20	rm75		rc://*/ta/man/translate/figs-personification	כַּ⁠עֲל֣וֹת הַ⁠מִּנְחָ֔ה	1	The author is speaking of **the grain offering** as if it were a living thing that **went up** by itself. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [when they offered up the grain offering]
3:20	wtrf		rc://*/ta/man/translate/figs-metaphor	וְ⁠הִנֵּה	1	See how you translated the term “behold” in [1:9](../01/09.md).
3:20	k8c5		rc://*/ta/man/translate/figs-activepassive	וַ⁠תִּמָּלֵ֥א הָ⁠אָ֖רֶץ אֶת־הַ⁠מָּֽיִם	1	The expression **was filled** is a passive verbal form. If it would be unnatural to use that form, you could express the idea in active form or in another way that is natural in your language. If you need to say who does the action, the context indicates that it is Yahweh. Alternate translation: [and waters filled the land]
3:21	kipb		rc://*/ta/man/translate/figs-hyperbole	וְ⁠כָל־מוֹאָב֙	1	The author is saying **all of Moab** as a generalization for emphasis. If it would be clearer in your language, you could express the emphasis in a different way. Alternate translation: [And people throughout Moab]
3:21	h1w9		rc://*/ta/man/translate/figs-activepassive	וַ⁠יִּצָּעֲק֗וּ	1	The expression **were summoned** is a passive verbal form. If it would be unnatural to use that form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: [And the Moabite leaders summoned their soldiers]
3:21	nrdv		rc://*/ta/man/translate/figs-metonymy	מִ⁠כֹּ֨ל חֹגֵ֤ר חֲגֹרָה֙	1	Here, **tying a belt** represents being old enough to fight in battle. If it would be helpful in your language, you could use an equivalent expression or state the meaning plainly. Alternate translation: [from those who were just old enough to bear arms]
3:22	a4zo		rc://*/ta/man/translate/figs-ellipsis	אֲדֻמִּ֥ים כַּ⁠דָּֽם	1	The author is leaving out some of the words that in many languages a sentence would need in order to be complete. You can supply these words from the context if that would be clearer in your language. Alternate translation: [and they looked red, as if they had been blood]
3:23	k2wl		rc://*/ta/man/translate/figs-reduplication	הָחֳרֵ֤ב נֶֽחֶרְבוּ֙ הַ⁠מְּלָכִ֔ים	1	The Moabites are repeating forms of the verb “destroy” in order to intensify their expression of the idea that it conveys. If your language can repeat words for intensification, it would be appropriate to do that here in your translation. If not, your language may have another way of expressing the intensification. Alternate translation: [The kings have certainly destroyed themselves]
3:23	uncm		rc://*/ta/man/translate/figs-metonymy	הָחֳרֵ֤ב נֶֽחֶרְבוּ֙ הַ⁠מְּלָכִ֔ים	1	Here, **the kings** represents the opposing kings and the armies they are leading. If it would be helpful in your language, you could use an equivalent expression or state the meaning plainly. Alternate translation: [The kings have certainly led their armies to fight each other’s armies]
3:23	zm2o		rc://*/ta/man/translate/writing-pronouns	וַ⁠יַּכּ֖וּ אִ֣ישׁ אֶת־רֵעֵ֑⁠הוּ	1	The pronoun **they** refers to the soldiers. It may be helpful to clarify this for your readers. Alternate translation: [and their soldiers have all struck each other]
3:23	crzv		rc://*/ta/man/translate/figs-explicit	וַ⁠יַּכּ֖וּ אִ֣ישׁ אֶת־רֵעֵ֑⁠הוּ	1	See the discussion in the introduction to 2 Kings of how the author may use the term “struck” to mean “killed.” Alternate translation: [and they have killed, a man his fellow]
3:23	uidr		rc://*/ta/man/translate/figs-idiom	וַ⁠יַּכּ֖וּ אִ֣ישׁ אֶת־רֵעֵ֑⁠הוּ	1	The Moabites are using **a man his fellow** as a common expression of their culture to mean that each soldier has killed his opponent. If this phrase does not have that meaning in your language, you could use a comparable expression from your language that does have that meaning, or you could state the meaning plainly. Alternate translation: [and they have each killed their opponents] or [and they have all killed each other]
3:23	s5zr		rc://*/ta/man/translate/grammar-connect-words-phrases	וְ⁠עַתָּ֥ה	1	**And now** was an expression that speakers in this culture commonly used to introduce the implications of what they had been saying. Your language may have a comparable expression that you can use in your translation.
3:23	pvqp		rc://*/ta/man/translate/figs-metonymy	מוֹאָֽב	1	See how you translated the similar expression in [1:1](../01/01.md). Alternate translation: [you Moabites]
3:24	omiz		rc://*/ta/man/translate/figs-explicit	וַ⁠יָּקֻ֤מוּ יִשְׂרָאֵל֙	1	See how you translated the term “arose” in [3:7](../03/07.md). Alternate translation: [and Israel took action]
3:24	zdm7		rc://*/ta/man/translate/figs-explicit	וַ⁠יַּכּ֣וּ אֶת־מוֹאָ֔ב & וְ⁠הַכּ֖וֹת אֶת־מוֹאָֽב	1	See the discussion in the introduction to 2 Kings of how the author may use the term “struck” to mean “defeated” or “attacked.” Alternate translation: [and they defeated the Moabite soldiers … and they attacked the kingdom of Moab]
3:24	uzxk		rc://*/ta/man/translate/figs-metonymy	מִ⁠פְּנֵי⁠הֶ֑ם	1	See the discussion in the introduction to 2 Kings of how the author may use the term **face** to put focus on the interaction between people or groups. Alternate translation: [as they opposed them]
3:24	cn13		rc://*/ta/man/translate/writing-pronouns	ו⁠יבו־בָ֔⁠הּ וְ⁠הַכּ֖וֹת אֶת־מוֹאָֽב	1	It may be more natural in your language to use the noun **Moab** in the first part of this sentence and the pronoun **it** in the second part of the sentence. Alternate translation: [And they came into Moab, and they struck it]
3:25	ns7v		rc://*/ta/man/translate/figs-idiom	וְ⁠כָל־חֶלְקָ֣ה ט֠וֹבָה יַשְׁלִ֨יכוּ אִישׁ־אַבְנ֜⁠וֹ	1	The author is using **a man his stone** as a common expression of his culture to mean “each of the soldiers threw stones.” If this phrase does not have that meaning for your readers, you could use a comparable expression from your language that does have that meaning, or you could state the meaning plainly. Alternate translation: [and each of the soldiers threw stones on every good portion]
3:25	qgh3		rc://*/ta/man/translate/writing-pronouns	עַד־הִשְׁאִ֧יר אֲבָנֶ֛י⁠הָ בַּ⁠קִּ֖יר חֲרָ֑שֶׂת	1	The author is using the pronoun **one** in a general sense, not to refer to a specific person. Use an expression for this that would be natural in your language. Alternate translation: [until the only city whose stone walls were still intact was Kir Hareseth]
3:25	wjw9		rc://*/ta/man/translate/figs-explicit	וַ⁠יַּכּֽוּ⁠הָ	1	In this context, the word **struck** has the same meaning as in its second instance in the previous verse. Alternate translation: [and they attacked it]
3:26	no34		rc://*/ta/man/translate/figs-personification	חָזַ֥ק מִמֶּ֖⁠נּוּ הַ⁠מִּלְחָמָ֑ה	1	The author is speaking of this **battle** as if it had been a living thing that could have been **stronger than** the king of Moab. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [he was losing the battle]
3:27	omo4		rc://*/ta/man/translate/figs-explicit	וַ⁠יְהִ֥י קֶצֶף־גָּד֖וֹל עַל־יִשְׂרָאֵ֑ל וַ⁠יִּסְעוּ֙	1	See the discussion in the introduction to this chapter of what this statement could mean.
3:27	o0su		rc://*/ta/man/translate/writing-pronouns	וַ⁠יְהִ֥י & וַ⁠יִּסְעוּ֙	1	The pronoun **they** refers to the Israelite, Judean, and Edomite soldiers. It may be helpful to clarify this for your readers. Alternate translation: [and the Israelite, Judean, and Edomite soldiers departed]
4:intro	ma9j				0	# 2 Kings 4 Introduction\n\n## Structure and Formatting\n\nThis chapter begins a section of the book that describes the miracles and prophecies of Elisha.\n\n  1. Elisha miraculously provides for a widow (1–7)\n  2. Elisha helps a woman miraculously have a son (8–17)\n  3. Elisha raises the woman’s son from the dead (18–37)\n  4. Elisha makes poisonous food safe (38–41)\n  5. Elisha multiplies food to feed a crowd (42–44)\n\n## Religious and Cultural Concepts in This Chapter\n\n### In 4:12–13, why does Elisha call for the Shunammite woman but then have Gehazi speak to her?\n\nProphets often maintained a degree of separation from direct communication, especially with women, to preserve modesty, reverence, and formality in their ministry. The author says that the Shunammite woman “stood to his face,” likely meaning that she stood outside the door to his room out of respect and humility. Elisha probably remained inside the room while Gehazi acted as messenger between them. This reflected both prophetic custom and social decorum in the ancient Near Eastern culture. However, in 4:15–16, once Elisha had a specific message for her from Yahweh that she would conceive a child, he spoke to her directly, apparently through the open door of his room. This shows that in some contexts, divine messages were so vital and timely that a male prophet would speak them directly to a woman. (Gehazi was present, so the two of them were not alone.)
4:1	oovg		rc://*/ta/man/translate/writing-participants	וְ⁠אִשָּׁ֣ה אַחַ֣ת מִ⁠נְּשֵׁ֣י בְנֵֽי־הַ֠⁠נְּבִיאִים צָעֲקָ֨ה אֶל־אֱלִישָׁ֜ע	1	The author is introducing this **woman** as a new participant in the story. If your language has its own way of introducing new participants, you could use it here in your translation. Alternate translation: [Now a certain woman, the widow of one of the sons of the prophets, cried out to Elisha]
4:1	s4dg		rc://*/ta/man/translate/writing-quotations	לֵ⁠אמֹ֗ר	1	See how you decided at [3:7](../03/07.md) to represent the term **saying** when it introduces a direct quotation.
4:1	h7vo		rc://*/ta/man/translate/writing-pronouns	וְ⁠אַתָּ֣ה יָדַ֔עְתָּ	1	The woman is stating the pronoun **you** separately, even though the verb translated as **you know** already includes this meaning. She is doing that to emphasize Elisha’s personal awareness of her late husband’s faith. If a speaker of your language would use an explicit pronoun for the same purpose, you may want to use that construction in your translation. If not, your language may have other ways of showing the meaning here. Alternate translation: [and you know personally]
4:2	egp8		rc://*/ta/man/translate/grammar-connect-exceptions	אֵ֣ין לְ⁠שִׁפְחָתְ⁠ךָ֥ כֹל֙ בַּ⁠בַּ֔יִת כִּ֖י אִם־אָס֥וּךְ שָֽׁמֶן	1	If it would appear in your language that the woman was making a statement and then contradicting it, you could reword this as a positive statement. Alternate translation: [The only thing your maidservant has in the house is a jar of oil]
4:2	yw1c		rc://*/ta/man/translate/figs-123person	לְ⁠שִׁפְחָתְ⁠ךָ֥	1	The woman is speaking of herself in the third person as **your maidservant** to show humility. If it would be helpful in your language, you could translate this in a humble form in the first person. Alternate translation: [me, your maidservant,]
4:3	mfll		rc://*/ta/man/translate/figs-litotes	אַל־תַּמְעִֽיטִי	1	Elisha is emphasizing a positive meaning by using a negative word, **not**, together with a term, **few**, that is the opposite of his intended meaning. If it would be helpful in your language, you could emphasize the positive meaning in a strong way. Alternate translation: [Get as many as you can]
4:4	pjp8		rc://*/ta/man/translate/figs-gendernotations	בָּנַ֔יִ⁠ךְ	1	Since the woman uses the term “children” in [4:1](../04/01.md), it is likely that the masculine term **sons** has a generic sense here that includes both boys and girls. If it would be helpful to your readers, you could use language in your translation that indicates that, here and verses 5 and 7. Alternate translation: [your children]
4:4	crl2		rc://*/ta/man/translate/figs-nominaladj	וְ⁠הַ⁠מָּלֵ֖א תַּסִּֽיעִי	1	Elisha is using the adjective **full** as a noun to mean a certain kind of vessel or container. Your language may use adjectives in the same way. If not, you can translate this adjective with an equivalent phrase. Alternate translation: [And the full vessel, set aside] or [And once a vessel is full, set it aside]
4:4	oerz		rc://*/ta/man/translate/figs-explicit	וְ⁠הַ⁠מָּלֵ֖א תַּסִּֽיעִי	1	Elisha assumes that the widow will understand that she should continue pouring oil into each container until it is full before moving on to the next one and that she should set each full container aside to make room for filling empty ones. You could indicate this explicitly in your translation if that would be helpful to your readers. Alternate translation: [And once a vessel is full, set it aside and fill another vessel]
4:5	gljw		rc://*/ta/man/translate/figs-explicit	וַ⁠תֵּ֨לֶךְ֙ מֵֽ⁠אִתּ֔⁠וֹ וַ⁠תִּסְגֹּ֣ר הַ⁠דֶּ֔לֶת	1	The author assumes that readers will understand that the woman followed Elisha’s instructions in verse 3 to borrow containers from her neighbors before she returned home and shut the door. You could say that explicitly if that would be helpful to your readers. Alternate translation: [And she went from him and asked for empty vessels from all of her neighbors, then came home and shut the door]
4:7	avig		rc://*/ta/man/translate/figs-yousingular	וְ⁠אַ֣תְּ בני⁠כי תִֽחְיִ֖י בַּ⁠נּוֹתָֽר	1	The word **you** is singular in both of these instances because Elisha is addressing the woman directly. So use the singular form in your translation if your language marks that distinction.
4:8	ixz0		rc://*/ta/man/translate/writing-newevent	וַ⁠יְהִ֨י הַ⁠יּ֜וֹם	1	The author is using the phrase translated **And it was the day** to introduce a new event in the story. Use a word, phrase, or other method in your language that is natural for introducing a new event.
4:8	s8y4		rc://*/ta/man/translate/figs-synecdoche	לָ֑חֶם & לָֽחֶם	1	The author is using one kind of food, **bread**, to mean food in general. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [some food … some food]
4:9	d9be		rc://*/ta/man/translate/figs-metaphor	הִנֵּה	1	See how you translated the similar expression in [1:9](../01/09.md).
4:10	yi87		rc://*/ta/man/translate/translate-unknown	עֲלִיַּת־קִיר֙ קְטַנָּ֔ה	1	This expression most likely refers to a room that the woman and her husband built on the flat roof of their house with walls on all sides for privacy and protection from the weather. The roof would have been reached by an exterior stairway, so Elisha would have had privacy, and his comings and goings would not have disturbed the household. You may be able to describe this room in terms of your own culture.
4:11	wulq		rc://*/ta/man/translate/writing-newevent	וַ⁠יְהִ֥י הַ⁠יּ֖וֹם	1	The author is using the phrase translated **And it was the day** to introduce a new development within this account of the Shunammite woman. Use a word, phrase, or other method in your language that is natural for introducing a new development.
4:12	dq2t		rc://*/ta/man/translate/figs-metonymy	לְ⁠פָנָֽי⁠ו	1	See the discussion in the introduction to 2 Kings of how the author and characters may use the term “face” to mean “in front of.” Alternate translation: [in front of him] or [near his room]
4:13	x9p0		rc://*/ta/man/translate/figs-quotesinquotes	אֱמָר־נָ֣א אֵלֶי⁠הָ֮ הִנֵּ֣ה חָרַ֣דְתְּ ׀ אֵלֵי⁠נוּ֮ אֶת־כָּל־הַ⁠חֲרָדָ֣ה הַ⁠זֹּאת֒ מֶ֚ה לַ⁠עֲשׂ֣וֹת לָ֔⁠ךְ הֲ⁠יֵ֤שׁ לְ⁠דַבֶּר־לָ⁠ךְ֙ אֶל־הַ⁠מֶּ֔לֶךְ א֖וֹ אֶל־שַׂ֣ר הַ⁠צָּבָ֑א	1	If it would be clearer in your language, you could translate this so that there is not a quotation within a quotation. Alternate translation: [Please tell her that behold, she has cared all of this care for us, and ask her what we may do for her. Ask her if we may speak for her to the king or to the commander of the army]
4:13	mefq		rc://*/ta/man/translate/writing-poetry	חָרַ֣דְתְּ ׀ אֵלֵי⁠נוּ֮ אֶת־כָּל־הַ⁠חֲרָדָ֣ה הַ⁠זֹּאת֒	1	Elisha is using a construction in which a verb and its object come from the same root. You may be able to use the same construction in your language to express the meaning here. Alternatively, your language may have another way of saying this. Alternate translation: [you have taken such good care of us]
4:16	qu1j		rc://*/ta/man/translate/figs-idiom	לַ⁠מּוֹעֵ֤ד הַ⁠זֶּה֙ כָּ⁠עֵ֣ת חַיָּ֔ה	1	Elisha is using **according to the time of reviving** as a common expression of his culture to mean “when spring comes again.” If this phrase does not have that meaning for your readers, you could use a comparable expression from your language that does have that meaning, or you could state the meaning plainly. Alternate translation: [In the spring of next year]
4:16	hdwd		rc://*/ta/man/translate/figs-123person	בְּ⁠שִׁפְחָתֶֽ⁠ךָ	1	The Shunammite woman is speaking of herself in the third person as **your maidservant** to show humility. If it would be helpful in your language, you could translate this in a humble form in the first person. Alternate translation: [to me, your maidservant]
4:17	x544		rc://*/ta/man/translate/figs-idiom	לַ⁠מּוֹעֵ֤ד הַ⁠זֶּה֙ כָּ⁠עֵ֣ת חַיָּ֔ה	1	See how you translated the similar expressions in the previous verse. Alternate translation: [in the spring of the following year]
4:18	j0wn		rc://*/ta/man/translate/writing-newevent	וַ⁠יְהִ֣י הַ⁠יּ֔וֹם	1	The author is using the phrase translated **And it was the day** to introduce a new development within this account of the Shunammite woman. Use a word, phrase, or other method in your language that is natural for introducing a new development.
4:19	fdkk		rc://*/ta/man/translate/figs-reduplication	רֹאשִׁ֣⁠י ׀ רֹאשִׁ֑⁠י	1	The child is repeating the phrase **My head** in order to intensify his expression of the idea he wishes to convey, which is that his head hurts. If your language can repeat phrases for intensification, it would be appropriate to do that here in your translation. If not, your language may have another way of expressing the intensification. Alternate translation: [Ouch, my head really hurts]
4:21	dddc		rc://*/ta/man/translate/figs-events	וַ⁠תִּסְגֹּ֥ר בַּעֲד֖⁠וֹ וַ⁠תֵּצֵֽא	1	The author is describing one event before describing another event that preceded it. If it would be helpful in your language, you may wish to relate these events in the order in which they happened. Alternate translation: [And she went out, and she shut on him]
4:21	v3uw		rc://*/ta/man/translate/figs-ellipsis	וַ⁠תִּסְגֹּ֥ר בַּעֲד֖⁠וֹ	1	The author is leaving out some of the words that in many languages a sentence would need in order to be complete. You can supply these words from the context if that would be clearer in your language. Alternate translation: [And she shut the door on him]
4:22	rr5t		rc://*/ta/man/translate/figs-explicit	וְ⁠אָר֛וּצָה עַד־אִ֥ישׁ הָ⁠אֱלֹהִ֖ים	1	Since the woman has asked for a donkey to ride on, she does not mean that she will literally **run** to see Elisha. Alternate translation: [and let me hurry to the man of God]
4:23	mioo		rc://*/ta/man/translate/figs-idiom	שָׁלֽוֹם	1	The woman is using **Peace** as a common expression of her culture to mean that she does not want her husband to ask her further questions about why she is going. She wants him to trust her and be confident that she has a good reason. If this expression does not have that meaning in your language, you could use a comparable expression from your language that does have that meaning, or you could state the meaning plainly. Alternate translation: [Trust me] or [Do not worry]
4:24	kcfm		rc://*/ta/man/translate/figs-synecdoche	וַֽ⁠תַּחֲבֹשׁ֙ הָֽ⁠אָת֔וֹן	1	When the author says that **she** (the Shunammite woman) saddled the donkey, he is using her, as one person who was involved in this action, to represent everyone who was involved. It is likely that she directed a servant to saddle the donkey. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [And she had a servant saddle the donkey]
4:24	yr1f		rc://*/ta/man/translate/grammar-connect-exceptions	אַל־תַּעֲצָר־לִ֣⁠י לִ⁠רְכֹּ֔ב כִּ֖י אִם־אָמַ֥רְתִּי לָֽ⁠ךְ	1	If it would appear in your language that the woman was making a statement and then contradicting it, you could reword this as a positive statement. Alternate translation: [Only slacken for me to ride if I tell you to do that]
4:26	pptd		rc://*/ta/man/translate/figs-quotesinquotes	וֶ⁠אֱמָר־לָ֗⁠הּ הֲ⁠שָׁל֥וֹם לָ֛⁠ךְ הֲ⁠שָׁל֥וֹם לְ⁠אִישֵׁ֖⁠ךְ הֲ⁠שָׁל֣וֹם לַ⁠יָּ֑לֶד	1	If it would be clearer in your language, you could translate this so that there is not a quotation within a quotation. Alternate translation: [and ask her whether she and her husband and her child are all right]
4:26	afem		rc://*/ta/man/translate/figs-idiom	שָׁלֽוֹם	1	Although the word **Peace** is the same one that the ULT translates as **welfare** in the three earlier instances in this verse, the woman seems to be using the word to mean the same thing that she meant in [4:23](../04/23.md) when she said it to her husband. She is indicating that she does not want to stop to answer Gehazi’s questions. If this word would not convey that meaning in your language, you could use a comparable expression from your language that would convey that meaning, or you could state the meaning plainly. Alternate translation: [I will explain everything when I get to Elisha]
4:27	agxr		rc://*/ta/man/translate/translate-symaction	וַֽ⁠תַּחֲזֵ֖ק בְּ⁠רַגְלָ֑י⁠ו	1	Grasping Elisha’s feet was a symbolic action by which the woman showed her desperation and humility as she appealed to him for help. If it would be helpful to your readers, you could explain the significance of this action in the text of your translation or in a footnote. Alternate translation: [and she humbly begged him for help by holding onto his feet]
4:27	zjes		rc://*/ta/man/translate/grammar-connect-logic-result	הַרְפֵּֽה־לָ⁠הּ֙ כִּֽי־נַפְשָׁ֣⁠הּ מָֽרָה־לָ֔⁠הּ וַֽ⁠יהוָה֙ הֶעְלִ֣ים מִמֶּ֔⁠נִּי וְ⁠לֹ֥א הִגִּ֖יד לִֽ⁠י	1	If it would be more natural in your language, you could reverse the order of these phrases, since the second phrase gives the reason for the result that the first phrase describes. Alternate translation: [Her soul is bitter to her, but Yahweh has hidden the reason from me, and he has not declared it to me, so leave her alone]
4:27	qub0		rc://*/ta/man/translate/figs-parallelism	וַֽ⁠יהוָה֙ הֶעְלִ֣ים מִמֶּ֔⁠נִּי וְ⁠לֹ֥א הִגִּ֖יד לִֽ⁠י	1	These two phrases mean basically the same thing. The second emphasizes the meaning of the first by repeating the same idea with different words. If it would be helpful to your readers, you could combine them and express the emphasis in another way. Alternate translation: [but Yahweh has not revealed anything about it to me]
4:28	gfkj		rc://*/ta/man/translate/figs-rquestion	הֲ⁠שָׁאַ֥לְתִּי בֵ֖ן מֵ⁠אֵ֣ת אֲדֹנִ֑⁠י	1	The Shunammite woman is using the question form for emphasis and to deny that she requested a son. If a speaker of your language would not use the question form for that purpose, you could translate this as a statement or as an exclamation. Alternate translation: [I did not request a son from my lord!]
4:28	q71s		rc://*/ta/man/translate/figs-123person	מֵ⁠אֵ֣ת אֲדֹנִ֑⁠י	1	Even though the woman is addressing Elisha directly, she is speaking of him in the third person as **my lord** to show respect. If it would be helpful in your language, you could translate this in a respectful form in the second person. Alternate translation: [from you, my lord]
4:28	pk99		rc://*/ta/man/translate/figs-rquestion	הֲ⁠לֹ֣א אָמַ֔רְתִּי לֹ֥א תַשְׁלֶ֖ה אֹתִֽ⁠י	1	The woman is using the question form for emphasis. If a speaker of your language would not use the question form for that purpose, you could translate this as a statement or as an exclamation. Alternate translation: [Instead, I said, ‘Do not deceive me’!]
4:28	r3ax		rc://*/ta/man/translate/figs-quotesinquotes	הֲ⁠לֹ֣א אָמַ֔רְתִּי לֹ֥א תַשְׁלֶ֖ה אֹתִֽ⁠י	1	If it would be clearer in your language, you could translate this so that there is not a quotation within a quotation. Alternate translation: [Did I not tell you not to deceive me.] or [Instead, I told you not to deceive me.]
4:29	uw61		rc://*/ta/man/translate/figs-explicit	חֲגֹ֣ר מָתְנֶ֗י⁠ךָ וְ⁠קַ֨ח מִשְׁעַנְתִּ֣⁠י בְ⁠יָדְ⁠ךָ֮ וָ⁠לֵךְ֒	1	By telling Gehazi that he should **Gird** his **loins** (that is, tuck his robe into his belt so that he can run), Elisha means that he should hurry. Alternate translation: [Quickly, take my staff in your hand, and go!]
4:29	x7ih		rc://*/ta/man/translate/figs-explicit	כִּֽי־תִמְצָ֥א אִישׁ֙	1	Elisha does not mean that Gehazi would be looking for someone and **find** him somewhere. He means that Gehazi might meet someone on his way to Shunem. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [If you meet a man]
4:29	z7kc		rc://*/ta/man/translate/figs-gendernotations	אִישׁ֙ & אִ֖ישׁ	1	In both instances, the masculine term **man** has a generic sense that includes both men and women. If it would be helpful to your readers, you could use language in your translation that is clearly inclusive of both men and women. Alternate translation: [anyone … anyone]
4:29	jldn		rc://*/ta/man/translate/figs-explicit	לֹ֣א תְבָרְכֶ֔⁠נּוּ וְ⁠כִֽי־יְבָרֶכְ⁠ךָ֥ אִ֖ישׁ לֹ֣א תַעֲנֶ⁠נּ֑וּ	1	Elisha assumes that Gehazi will understand that he is not to stop to greet people or exchange greetings, because doing so would delay his urgent mission to the Shunammite woman’s son. You could indicate this explicitly in your translation if that would be helpful to your readers. Alternate translation: [you shall not stop to greet him, and if a man greets you, you shall not stop to exchange greetings with him]
4:30	w5ib		rc://*/ta/man/translate/writing-oathformula	חַי־יְהוָ֥ה וְ⁠חֵֽי־נַפְשְׁ⁠ךָ֖ אִם־אֶעֶזְבֶ֑⁠ךָּ	1	Following the custom of her culture, the woman is swearing an oath by guaranteeing it by something that she holds sacred and by stating the first part of a condition (“if”) but not the second part (“then”). Use a natural way in your language to express an oath. In a context such as this, it may be natural to express just the first part of the condition as a negative statement. Alternate translation: [I swear by Yahweh and by the life of your soul that I will not leave you]
4:30	w629		rc://*/ta/man/translate/figs-synecdoche	וְ⁠חֵֽי־נַפְשְׁ⁠ךָ֖	1	The woman is using one part of Elisha, his **soul**, to mean all of him in the act of being alive. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [and your life]
4:30	yhrb		rc://*/ta/man/translate/figs-explicit	אִם־אֶעֶזְבֶ֑⁠ךָּ	1	The woman is not saying that she will not leave Mount Carmel. She means that when she goes back to her home, she will not leave Elisha behind. In other words, she is insisting that he come with her. You could indicate this explicitly in your translation if that would be helpful to your readers. Alternate translation: [if I should leave here without you] or [that I will not leave here without you]
4:31	ft3r		rc://*/ta/man/translate/figs-metonymy	לִ⁠פְנֵי⁠הֶ֗ם	1	See how you translated the similar expression in [4:12](../04/12.md). Alternate translation: [ahead of them]
4:31	zz4l		rc://*/ta/man/translate/writing-pronouns	וַ⁠יָּ֤שָׁב לִ⁠קְרָאת⁠וֹ֙	1	The pronoun **he** refers to Gehazi, while the pronoun **him** refers to Elisha. It may be helpful to clarify this for your readers. Alternate translation: [And Gehazi returned to meet Elisha]
4:31	by5t		rc://*/ta/man/translate/figs-metaphor	לֹ֥א הֵקִ֖יץ	1	The author is speaking as though the young man had been asleep and **did not awaken**. He is using sleep to represent death. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [did not come back to life]
4:32	cuja		rc://*/ta/man/translate/figs-activepassive	מֻשְׁכָּ֖ב עַל־מִטָּתֽ⁠וֹ	1	The expression **having been laid** is a passive verbal form. If your language would not use that form, you could express the idea in active form or in another way that would be natural in your language. Alternate translation: [on his bed where his mother had laid him]
4:34	gs8t		rc://*/ta/man/translate/figs-idiom	וַ⁠יַּ֜עַל	1	See how you translated the similar expression in [1:4](../01/04.md). Alternate translation: [And he got into the bed]
4:34	biat		rc://*/ta/man/translate/translate-symaction	וַ⁠יָּשֶׂם֩ פִּ֨י⁠ו עַל־פִּ֜י⁠ו וְ⁠עֵינָ֤י⁠ו עַל־עֵינָי⁠ו֙ וְ⁠כַפָּ֣י⁠ו עַל־כפ⁠ו	1	Through these actions, Elisha symbolized that he wanted Yahweh to work through him to restore breathing, sight, and feeling to the boy. This was like a prayer that Elisha was acting out. If it would be helpful to your readers, you could explain the significance of this action in the text or in a footnote.
4:35	t1fv		rc://*/ta/man/translate/figs-explicit	וַ⁠יָּ֜שָׁב וַ⁠יֵּ֣לֶךְ בַּ⁠בַּ֗יִת	1	This could mean: (1) that Elisha went back down to the house and walked around in it for a while. Alternate translation: [Then Elisha went back down to the house and walked around in it] or (2) that Elisha got off the bed and walked around in the room. Alternate translation: [Then Elisha got off the bed and walked around in the room]
4:35	uvya		rc://*/ta/man/translate/figs-idiom	וַ⁠יֵּ֣לֶךְ בַּ⁠בַּ֗יִת אַחַ֥ת הֵ֨נָּה֙ וְ⁠אַחַ֣ת הֵ֔נָּה	1	The author is using **once here and once here** as a common expression of his culture to mean “back and forth.” If this phrase does not have that meaning for your readers, you could use a comparable expression from your language that does have that meaning, or you could state the meaning plainly. Alternate translation: [and he walked back and forth in the house]
4:36	gzhp		rc://*/ta/man/translate/writing-pronouns	וַ⁠יִּקְרָאֶ֖⁠הָ וַ⁠תָּב֣וֹא אֵלָ֑י⁠ו	1	The pronoun **he** refers to Gehazi, while the pronoun **him** refers to Elisha. It may be helpful to clarify this for your readers. Alternate translation: [And Gehazi called her, and she came to Elisha]
4:36	lafl		rc://*/ta/man/translate/figs-imperative	שְׂאִ֥י בְנֵֽ⁠ךְ	1	This is an imperative, but it communicates permission rather than a command. Use a form in your language that communicates permission. Elisha is assuring the woman that her son is well enough for her to hold him in her arms. Alternate translation: [Your son is well enough for you to pick him up and hold him]
