Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
3:1	d290		rc://*/ta/man/translate/translate-kinship	וַ⁠יִּתְחַתֵּ֣ן שְׁלֹמֹ֔ה אֶת־פַּרְעֹ֖ה	1	Your language may have its own term or expression for this relationship. If you have already translated the book of 1 Samuel, see how you described the same relationship in [1 Samuel 18:18](../1sa/18/18.md). Alternate translation: [And Solomon made himself a daughter’s husband to Pharaoh]
3:1	f2tm		rc://*/ta/man/translate/figs-explicit	וַ⁠יִּקַּ֣ח אֶת־בַּת־פַּרְעֹ֗ה	1	When the author says that Solomon **took** Pharaoh’s daughter, the implication is that he married her. You could include this information if that would be helpful to your readers. Alternate translation: [And he married the daughter of Pharaoh]
3:1	nxhe		rc://*/ta/man/translate/figs-metaphor	וְ⁠אֶת־בֵּ֣ית יְהוָ֔ה	1	See the discussion in the introduction to 1 Kings of the use of the term **house** to mean “temple.” Alternate translation: [and the temple of Yahweh] or [and Yahweh’s temple]
3:2	ly56		rc://*/ta/man/translate/writing-background	רַ֣ק הָ⁠עָ֔ם מְזַבְּחִ֖ים בַּ⁠בָּמ֑וֹת	1	The author is providing background information to help readers understand what happens next in the story. Readers might have been scandalized that Solomon was sacrificing at a high place, and the author wants them to appreciate that Solomon did this only because the temple had not yet been built. In your translation, introduce this information in a way that would be natural in your own language and culture.
3:2	r2rv		rc://*/ta/man/translate/grammar-connect-words-phrases	רַ֣ק	1	If the connection between this statement and the previous one is not clear, you may want to use a different connecting word to show how this statement relates to what comes before it. Alternate translation: [In the meantime] or [Meanwhile]
3:2	awzb		rc://*/ta/man/translate/grammar-connect-logic-result	הָ⁠עָ֔ם מְזַבְּחִ֖ים בַּ⁠בָּמ֑וֹת כִּ֠י לֹא־נִבְנָ֥ה בַ֨יִת֙ לְ⁠שֵׁ֣ם יְהוָ֔ה עַ֖ד הַ⁠יָּמִ֥ים הָ⁠הֵֽם	1	If it would be more natural in your language, you could reverse the order of these phrases, since the second phrase gives the reason for the result that the first phrase describes. Alternate translation: [because a house had not been built for the name of Yahweh up to those days, the people were sacrificing at the high places]
3:2	elxl		rc://*/ta/man/translate/figs-activepassive	לֹא־נִבְנָ֥ה בַ֨יִת֙	1	The expression **had not been built** is a passive verbal form. If your language would not use that form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: [no one had built a temple]
3:2	ip8v		rc://*/ta/man/translate/figs-metonymy	לְ⁠שֵׁ֣ם יְהוָ֔ה	1	In this context, the term **name** could refer to: (1) people calling on Yahweh by name as their God and thus worshiping him. What Solomon says in [8:41–43](../08/41.md) in his prayer of dedication for the temple suggests that this could be the meaning. Alternate translation: [for the worship of Yahweh] or (2) the reputation of Yahweh. This would be similar to the meaning of [name] in [1:47](../01/47.md). Alternate translation: [for the reputation of Yahweh] or [to make Yahweh’s greatness known]
3:2	hflv		rc://*/ta/man/translate/figs-metonymy	הַ⁠יָּמִ֥ים הָ⁠הֵֽם	1	The author is using the term **those days** to refer to a specific time, since time consists of days. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [that time]
3:3	ub20		rc://*/ta/man/translate/grammar-connect-logic-result	וַ⁠יֶּאֱהַ֤ב שְׁלֹמֹה֙ אֶת־יְהוָ֔ה לָ⁠לֶ֕כֶת בְּ⁠חֻקּ֖וֹת דָּוִ֣ד אָבִ֑י⁠ו	1	The second phrase describes the result of what the first phrase describes. It may be helpful to use a connector in your language that makes this clear. Alternate translation: [And Solomon loved Yahweh, and as a result, he walked in the statutes of David his father] or [And because Solomon loved Yahweh, he walked in the statutes of David his father]
3:3	fypj		rc://*/ta/man/translate/figs-metaphor	לָ⁠לֶ֕כֶת בְּ⁠חֻקּ֖וֹת דָּוִ֣ד אָבִ֑י⁠ו	1	See how you translated the similar expression in [2:3](../02/03.md). Alternate translation: [to live as David his father had lived]
3:3	h614		rc://*/ta/man/translate/figs-explicit	בְּ⁠חֻקּ֖וֹת דָּוִ֣ד אָבִ֑י⁠ו	1	In this context, the word **statutes** could mean: (1) the customs that David followed, specifically in obedience to Yahweh. Alternate translation: [in the customs of David his father] or [in the obedient manner of David his father] or (2) instructions that David gave to Solomon to obey Yahweh. Alternate translation: [according to the instructions that David his father had given him]
3:4	d0rk		rc://*/ta/man/translate/writing-newevent	וַ⁠יֵּ֨לֶךְ הַ⁠מֶּ֤לֶךְ גִּבְעֹ֨נָ⁠ה֙ לִ⁠זְבֹּ֣חַ שָׁ֔ם כִּ֥י הִ֖יא הַ⁠בָּמָ֣ה הַ⁠גְּדוֹלָ֑ה	1	See how you translated the phrase “And it happened” in [2:39](../02/39.md), where it similarly introduces a new event.
3:4	q7j7		rc://*/ta/man/translate/grammar-connect-logic-result	וַ⁠יֵּ֨לֶךְ הַ⁠מֶּ֤לֶךְ גִּבְעֹ֨נָ⁠ה֙ לִ⁠זְבֹּ֣חַ שָׁ֔ם כִּ֥י הִ֖יא הַ⁠בָּמָ֣ה הַ⁠גְּדוֹלָ֑ה	1	If it would be more natural in your language, you could reverse the order of these phrases, since the second phrase gives the reason for the result that the first phrase describes. Alternate translation: [And since Gibeon was the great high place, the king went to sacrifice there]
3:5	nx4x		rc://*/ta/man/translate/figs-imperative	שְׁאַ֖ל	1	This is an imperative, but it communicates permission rather than a command. Use a form in your language that communicates permission. See how you translated the similar expression in [2:14](../02/14.md). Alternate translation: [You may ask]
3:6	mzmg		rc://*/ta/man/translate/grammar-connect-logic-result	אַתָּ֨ה עָשִׂ֜יתָ עִם־עַבְדְּ⁠ךָ֙ דָוִ֣ד אָבִ⁠י֮ חֶ֣סֶד גָּדוֹל֒ כַּ⁠אֲשֶׁר֩ הָלַ֨ךְ לְ⁠פָנֶ֜י⁠ךָ בֶּ⁠אֱמֶ֧ת וּ⁠בִ⁠צְדָקָ֛ה וּ⁠בְ⁠יִשְׁרַ֥ת לֵבָ֖ב עִמָּ֑⁠ךְ	1	If it would be more natural in your language, you could reverse the order of these phrases, since the second phrase gives the reason for the result that the first phrase describes. Alternate translation: [Because your servant David, my father, walked to your face in faithfulness and in righteousness and in uprightness of heart with you, you, you did great covenant faithfulness with him]
3:6	bn75		rc://*/ta/man/translate/writing-pronouns	אַתָּ֨ה עָשִׂ֜יתָ	1	See how you translated the similar expression in [1:17](../01/17.md). Alternate translation: [You personally did]
3:6	pftd		rc://*/ta/man/translate/figs-metonymy	לְ⁠פָנֶ֜י⁠ךָ	1	Here, **to your face** represents being in Yahweh’s presence. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [in your presence]
3:6	ue0b		rc://*/ta/man/translate/figs-metaphor	וּ⁠בְ⁠יִשְׁרַ֥ת לֵבָ֖ב	1	Here, the **heart** represents a person’s inner motives and intentions. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [and with upright motives and intentions]
3:6	q11c		rc://*/ta/man/translate/grammar-connect-words-phrases	וַ⁠תִּשְׁמָר־ל֗⁠וֹ אֶת־הַ⁠חֶ֤סֶד הַ⁠גָּדוֹל֙ הַ⁠זֶּ֔ה וַ⁠תִּתֶּן־ל֥⁠וֹ בֵ֛ן יֹשֵׁ֥ב עַל־כִּסְא֖⁠וֹ	1	Here, the word **and** introduces an explanation of how God kept his covenant faithfulness to David. If it would be clearer in your language, you could use a connecting word that more specifically shows this relationship. Alternate translation: [And you have kept for him this great covenant faithfulness by giving to him a son sitting on his throne]
3:6	a09d		rc://*/ta/man/translate/figs-metonymy	יֹשֵׁ֥ב עַל־כִּסְא֖⁠וֹ	1	Here, **sitting on his throne** represents ruling as king. If it would be helpful in your language, you could use an equivalent expression or plain language. See how you translated the similar expression in [2:24](../02/24.md). Alternate translation: [who is ruling the Israelites as he did]
3:6	phr7		rc://*/ta/man/translate/figs-metonymy	כַּ⁠יּ֥וֹם הַ⁠זֶּֽה	1	Solomon is using the term **this day** to refer to a specific time, his own present time. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [as it is at this time]
3:7	ahnw		rc://*/ta/man/translate/grammar-connect-words-phrases	וְ⁠עַתָּה֙	1	See how you translated the similar expression in [1:12](../01/12.md).
3:7	r6t3		rc://*/ta/man/translate/writing-pronouns	אַתָּה֙ הִמְלַ֣כְתָּ	1	See how you translated the similar expression in [3:6](../03/06.md). Alternate translation: [you have personally made]
3:7	p4hv		rc://*/ta/man/translate/figs-123person	אֶֽת־עַבְדְּ⁠ךָ֔	1	See how you translated the similar expression in [1:13](../01/13.md). Alternate translation: [me, your servant]
3:7	sxu6		rc://*/ta/man/translate/figs-metaphor	וְ⁠אָֽנֹכִי֙ נַ֣עַר קָטֹ֔ן	1	Solomon is speaking as if he actually were a **little child**. He means that he feels very inexperienced and inadequate as a ruler. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [but I am very inexperienced]
3:7	a8cv		rc://*/ta/man/translate/figs-idiom	לֹ֥א אֵדַ֖ע צֵ֥את וָ⁠בֹֽא	1	Solomon is using **I do not know going out or coming in** as a common expression of his culture to mean that he does not know how to be a leader. If this phrase does not have that meaning in your language, you could use a comparable expression from your language that does have that meaning, or you could state the meaning plainly. If you have already translated the book of 1 Samuel, see how you translated the similar expression in [1 Samuel 18:13](../1sa/18/13.md). Alternate translation: [I do not know my way around] or [I do not know how to be a leader]
3:8	d1wp		rc://*/ta/man/translate/figs-explicitinfo	עַם־רָ֕ב אֲשֶׁ֧ר לֹֽא־יִמָּנֶ֛ה וְ⁠לֹ֥א יִסָּפֵ֖ר מֵ⁠רֹֽב	1	It might seem that saying both **abundant** and **from abundance** would be extra information that would not be natural to express in your language. If so, you could use just one expression or the other in your translation. Alternate translation: [a people who are so abundant that they cannot be numbered and cannot be counted]
3:8	u8wc		rc://*/ta/man/translate/grammar-connect-logic-result	אֲשֶׁ֧ר לֹֽא־יִמָּנֶ֛ה וְ⁠לֹ֥א יִסָּפֵ֖ר מֵ⁠רֹֽב	1	If it would be more natural in your language, you could reverse the order of these phrases, since the second phrase gives the reason for the result that the first phrase describes. (If you reflect the phrase **from abundance**, you may not wish also to reflect the word **abundant**. See the discussion in the “Making Assumed Knowledge and Implicit Information Explicit” note to this verse.) Alternate translation: [who from abundance cannot be numbered and cannot be counted] or [who, because they are so abundant, cannot be numbered and cannot be counted]
3:8	do7u		rc://*/ta/man/translate/figs-activepassive	אֲשֶׁ֧ר לֹֽא־יִמָּנֶ֛ה וְ⁠לֹ֥א יִסָּפֵ֖ר	1	The expressions **cannot be numbered** and **cannot be counted** are passive verbal forms. If your language would not use that form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: [whom no one can number and whom no one can count]
3:8	ab8f		rc://*/ta/man/translate/figs-doublet	אֲשֶׁ֧ר לֹֽא־יִמָּנֶ֛ה וְ⁠לֹ֥א יִסָּפֵ֖ר	1	The phrases **cannot be numbered** and **cannot be counted** mean similar things. Solomon is using the two terms together for emphasis. If it would be clearer for your readers, you could express the emphasis with a single phrase. Alternate translation: [who cannot be counted at all] or [whom no one can count at all]
3:9	mohb		rc://*/ta/man/translate/figs-metaphor	לֵ֤ב שֹׁמֵ֨עַ֙	1	In this context, the term **heart** represents either the thoughts or the will. The phrase **a hearing heart** could mean: (1) a mind that is able to listen well to both sides of an argument or legal dispute and recognize which one is correct. Alternate translation: [a discriminating mind] or (2) a will that is attentive and yielded to God’s guidance and promptings. Alternate translation: [a yielded will]
3:9	jky5		rc://*/ta/man/translate/figs-abstractnouns	לְ⁠הָבִ֖ין בֵּֽין־ט֣וֹב לְ⁠רָ֑ע	1	If your language does not use abstract nouns for the ideas of **good** and **evil**, you could express the same ideas in other ways. Alternate translation: [to recognize when people are doing something good and when they are doing something evil]
3:9	z2vu		rc://*/ta/man/translate/figs-rquestion	כִּ֣י מִ֤י יוּכַל֙ לִ⁠שְׁפֹּ֔ט אֶת־עַמְּ⁠ךָ֥ הַ⁠כָּבֵ֖ד הַ⁠זֶּֽה	1	Solomon is using the question form to emphasize that he is not capable of judging so many people. If a speaker of your language would not use the question form for that purpose, you could translate this as a statement or as an exclamation. Alternate translation: [For I do not feel able to judge this your heavy people!]
3:9	hwu5		rc://*/ta/man/translate/figs-metaphor	כִּ֣י מִ֤י יוּכַל֙ לִ⁠שְׁפֹּ֔ט אֶת־עַמְּ⁠ךָ֥ הַ⁠כָּבֵ֖ד הַ⁠זֶּֽה	1	In this context, the term **heavy** could mean: (1) that judging God’s people was an important responsibility that felt to Solomon as if it were a burden that he would be carrying. Alternate translation: [For who is able to bear the important responsibility of judging this your people] or (2) that the Israelites are a great people in the sense of being numerous, as the previous verse describes. Alternate translation: [For who is able to judge such a numerous people as yours]
3:10	co47		rc://*/ta/man/translate/figs-explicitinfo	וַ⁠יִּיטַ֥ב הַ⁠דָּבָ֖ר בְּ⁠עֵינֵ֣י אֲדֹנָ֑⁠י כִּ֚י שָׁאַ֣ל שְׁלֹמֹ֔ה אֶת־הַ⁠דָּבָ֖ר הַ⁠זֶּֽה	1	It might seem that saying **thing** twice would be extra information that would not be natural to express in your language. If so, you could use the expression just once in your translation. Alternate translation: [And it was good in the eyes of the Lord that Solomon had requested this thing]
3:10	gk50		rc://*/ta/man/translate/figs-idiom	בְּ⁠עֵינֵ֣י אֲדֹנָ֑⁠י	1	The author is using the common expression of his culture **in the eyes of** to mean “in the judgment of” or “in the opinion of.” If this phrase does not have that meaning in your language, you could use a comparable expression from your language that does have that meaning, or you could state the meaning plainly. See the discussion of this phrase in the introduction to 1 Kings. Alternate translation: [in the judgment of the Lord]
3:11	t23t		rc://*/ta/man/translate/figs-metonymy	יָמִ֣ים רַבִּ֗ים	1	Here, **many days** represents a long time or a long life. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [a long life]
3:11	xlb0		rc://*/ta/man/translate/grammar-collectivenouns	נֶ֣פֶשׁ אֹיְבֶ֑י⁠ךָ	1	In this verse, the word **life** is singular in form, but it refers to all enemies as a group. If it would be helpful in your language, you could use the plural form of “life.” Alternate translation: [the lives of your enemies]
3:11	e1qi		rc://*/ta/man/translate/figs-metonymy	נֶ֣פֶשׁ אֹיְבֶ֑י⁠ךָ	1	God is using the term **life** to represent the end of life, that is, the death of these **enemies**. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [the death of your enemies]
3:11	fx0m		rc://*/ta/man/translate/figs-explicit	לִ⁠שְׁמֹ֥עַ מִשְׁפָּֽט	1	By **to hear justice**, God means “to understand legal cases and make right decisions when judging them.” You could indicate this explicitly in your translation if that would be helpful to your readers. Alternate translation: [to understand justice] or [to know how to administer justice]
3:12	w81d		rc://*/ta/man/translate/figs-metaphor	הִנֵּ֥ה	1	See how you translated the similar expression in [1:14](../01/14.md).
3:12	t7nq		rc://*/ta/man/translate/figs-metonymy	כִּ⁠דְבָרֶ֑י⁠ךָ	1	Here, **word** represents what God said by using words. If it would be clearer in your language, you could state the meaning plainly. Alternate translation: [according to what you have said]
3:12	eivn		rc://*/ta/man/translate/translate-tense	נָתַ֣תִּי לְ⁠ךָ֗	1	God is using the past tense **I have given** to describe something that is going to happen in the future. He is doing that in order to show that the event will certainly happen. If it would be clearer in your language, you could use the future tense. Alternate translation: [I will give you]
3:12	iott		rc://*/ta/man/translate/figs-metaphor	לֵ֚ב חָכָ֣ם וְ⁠נָב֔וֹן	1	Here, the **heart** represents a person’s thoughts. You may have a comparable expression in your language, or you could state the meaning plainly. Alternate translation: [a wise and discerning mind]
3:12	wkay		rc://*/ta/man/translate/figs-doublet	חָכָ֣ם וְ⁠נָב֔וֹן	1	The terms **wise** and **discerning** mean similar things. God is using the two terms together for emphasis. If it would be clearer for your readers, you could express the emphasis with a single phrase. Alternate translation: [very discerning]
3:12	or6f		rc://*/ta/man/translate/figs-metonymy	לְ⁠פָנֶ֔י⁠ךָ	1	Here, **to your face** represents being before a person in time. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [before you]
3:12	ka6l		rc://*/ta/man/translate/figs-metaphor	לֹא־יָק֥וּם כָּמֽוֹ⁠ךָ	1	Here God is using the term **arise** to mean “come to be,” as if a person who came into existence stood up from the ground. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [and one like you will not live]
3:13	wn38		rc://*/ta/man/translate/translate-tense	נָתַ֣תִּי לָ֔⁠ךְ	1	See how you translated the similar expression in the previous verse. Alternate translation: [I will give to you]
3:13	dnd3		rc://*/ta/man/translate/figs-metonymy	כָּל־יָמֶֽי⁠ךָ	1	God is using the term **days** to mean a specific time, specifically Solomon’s lifetime, since time consists of days. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [throughout your lifetime]
3:14	xlkj		rc://*/ta/man/translate/grammar-connect-words-phrases	וְ⁠אִ֣ם ׀ תֵּלֵ֣ךְ בִּ⁠דְרָכַ֗⁠י לִ⁠שְׁמֹ֤ר חֻקַּ⁠י֙ וּ⁠מִצְוֺתַ֔⁠י	1	If the connection between the first and second phrases is not clear, you may want to use a connecting word other than **to** in order to show how the second phrase relates to the first one. Alternate translation: [And if you walk in my ways by keeping my statutes and my commandments]
3:14	y2gt		rc://*/ta/man/translate/figs-doublet	חֻקַּ⁠י֙ וּ⁠מִצְוֺתַ֔⁠י	1	The terms **statutes** and **commandments** mean similar things. God is using the two terms together for emphasis. If it would be clearer for your readers, you could express the emphasis with a single phrase. Alternate translation: [all of my laws]
3:14	vcpb		rc://*/ta/man/translate/figs-metonymy	אֶת־יָמֶֽי⁠ךָ	1	Here, **days** represents a period of time, specifically Solomon’s lifetime. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [your life]
3:15	oj5b		rc://*/ta/man/translate/writing-endofstory	וַ⁠יִּקַ֥ץ שְׁלֹמֹ֖ה וְ⁠הִנֵּ֣ה חֲל֑וֹם	1	The author is beginning to describe what happened at the end of this story as a result of the events within the story itself. Use a natural form in your language for introducing the conclusion of a story.
3:15	dwu7		rc://*/ta/man/translate/figs-metonymy	לִ⁠פְנֵ֣י	1	Here, **to the face of** represents being “in front of” the sacred tent where the **Box** of Yahweh was. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [in front of]
3:16	kd03		rc://*/ta/man/translate/writing-participants	תָּבֹ֗אנָה שְׁתַּ֛יִם נָשִׁ֥ים זֹנ֖וֹת אֶל־הַ⁠מֶּ֑לֶךְ	1	The author is introducing these women as new participants in the story. Your language may have its own way of introducing new participants that you can use in your translation. Alternate translation: [a certain two women, who were prostitutes, came to the king]
3:16	u1s0		rc://*/ta/man/translate/figs-explicit	תָּבֹ֗אנָה & אֶל־הַ⁠מֶּ֑לֶךְ	1	The implication is that these women came to the king seeking justice and asking him to make a decision about their dispute. You could include this information if that would be helpful to your readers. Alternate translation: [came to the king for justice] or [came to the king to ask him to settle a dispute]
3:16	dha0		rc://*/ta/man/translate/figs-metonymy	לְ⁠פָנָֽי⁠ו	1	Here, **to his face** represents being in front of the king. That was where people would stand who wanted the king to settle a dispute for them. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [in front of him]
3:17	xc78		rc://*/ta/man/translate/writing-background	אֲנִי֙ וְ⁠הָ⁠אִשָּׁ֣ה הַ⁠זֹּ֔את יֹשְׁבֹ֖ת בְּ⁠בַ֣יִת אֶחָ֑ד וָ⁠אֵלֵ֥ד עִמָּ֖⁠הּ בַּ⁠בָּֽיִת	1	The first woman is providing background information to help King Solomon understand all of the details that she describes next in the story. The crucial point is that there are no other witnesses to what happened. In your translation, introduce this information in a way that would be natural in your own language and culture.
3:17	dkvg		rc://*/ta/man/translate/figs-infostructure	אֲנִי֙ וְ⁠הָ⁠אִשָּׁ֣ה הַ⁠זֹּ֔את	1	In some languages, people name others before they name themselves. It may be more natural in your language to have the woman who is speaking do that here. Alternate translation: [this woman and I]
3:18	sei1		rc://*/ta/man/translate/figs-explicit	בַּ⁠יּ֤וֹם הַ⁠שְּׁלִישִׁי֙ לְ⁠לִדְתִּ֔⁠י	1	In this culture, the current day was considered the first day, the next day was considered the second day, and the day after that was considered **the third day**. In your translation, describe these days as your language and culture naturally would. Alternate translation, as in the UST: [two days after I gave birth]
3:18	bdot		rc://*/ta/man/translate/figs-parallelism	אֵֽין־זָ֤ר אִתָּ֨⁠נוּ֙ בַּ⁠בַּ֔יִת זוּלָתִ֥י שְׁתַּֽיִם־אֲנַ֖חְנוּ בַּ⁠בָּֽיִת	1	These two phrases mean basically the same thing. The second emphasizes the meaning of the first by repeating the same idea with different words. If it would be helpful to your readers, you could combine them and express the emphasis in another way. Alternate translation: [no one but the two of us was in the house]
3:18	vj3b		rc://*/ta/man/translate/figs-explicit	אֵֽין־זָ֤ר	1	The woman does not mean that no one who was a **stranger**, a person unknown to the two of them, was present. She is using the term “stranger” to mean “anyone else.” You could indicate this in your translation if that would be helpful to your readers. Alternate translation: [no other person]
3:19	e00f		rc://*/ta/man/translate/grammar-connect-logic-result	וַ⁠יָּ֛מָת בֶּן־הָ⁠אִשָּׁ֥ה הַ⁠זֹּ֖את לָ֑יְלָה אֲשֶׁ֥ר שָׁכְבָ֖ה עָלָֽי⁠ו	1	If it would be more natural in your language, you could reverse the order of these phrases, since the second phrase gives the reason for the result that the first phrase describes. Alternate translation: [And because she lay on him, the son of this woman died at night]
3:20	reh7		rc://*/ta/man/translate/grammar-connect-words-phrases	וַ⁠אֲמָֽתְ⁠ךָ֙ יְשֵׁנָ֔ה	1	If the connection between this statement and the previous one is not clear, you may want to use a different connecting word to show how this statement relates to what comes before it. Alternate translation: [while your female servant was sleeping]
3:21	bmw9		rc://*/ta/man/translate/figs-explicit	וָ⁠אֶתְבּוֹנֵ֤ן אֵלָי⁠ו֙ בַּ⁠בֹּ֔קֶר	1	In this second instance, the woman is using the phrase **in the morning** to mean “after it had gotten lighter.” The implication is that she could then see more clearly. You could indicate this explicitly in your translation if that would be helpful to your readers. Alternate translation: [But I looked carefully upon him after it had gotten light and I could see more clearly]
3:21	maue		rc://*/ta/man/translate/figs-explicitinfo	בְנִ֖⁠י אֲשֶׁ֥ר יָלָֽדְתִּי	1	It might seem that the expression **my son whom I had borne** contains extra information that would not be natural to express in your language. If so, you could shorten it. Alternate translation: [my own son] or [the son I had borne]
3:22	wmjt		rc://*/ta/man/translate/figs-metonymy	לִ⁠פְנֵ֥י הַ⁠מֶּֽלֶךְ	1	Here, **to the face of** represents being in front of the king. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [in front of the king]
3:23	oote		rc://*/ta/man/translate/figs-quotesinquotes	זֹ֣את אֹמֶ֔רֶת זֶה־בְּנִ֥⁠י הַ⁠חַ֖י וּ⁠בְנֵ֣⁠ךְ הַ⁠מֵּ֑ת וְ⁠זֹ֤את אֹמֶ֨רֶת֙ לֹ֣א כִ֔י בְּנֵ֥⁠ךְ הַ⁠מֵּ֖ת וּ⁠בְנִ֥⁠י הֶ⁠חָֽי	1	If it would be clearer in your language, you could translate this so that there is not a quotation within a quotation. Alternate translation: [This one says that her son is the living one and the other woman’s son is the one who died, but that one says that, on the contrary, the other woman’s son is the one who died and her own son is the living one]
3:24	hvpz		rc://*/ta/man/translate/figs-yousingular	קְח֣וּ	1	The implied “you” in the imperative **Get** is plural because Solomon is addressing his servants as a group. So use the plural form in your translation if your language marks that distinction.
3:24	kp75		rc://*/ta/man/translate/figs-metonymy	לִ⁠פְנֵ֥י הַ⁠מֶּֽלֶךְ	1	Here, **the face of the king** represents the presence of the king. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [into the presence of the king] or [to the king]
3:25	fht1		rc://*/ta/man/translate/figs-yousingular	גִּזְר֛וּ & וּ⁠תְנ֤וּ	1	The implied “you” in the imperatives **Divide** and **give** is plural because Solomon is addressing his servants as a group. So use plural forms in your translation if your language marks that distinction.
3:25	oa54		rc://*/ta/man/translate/figs-nominaladj	לִ⁠שְׁנָ֑יִם	1	The king is using the adjective **two** as a noun to mean pieces into which the baby would be divided. Your language may use adjectives in the same way. If not, you can translate this adjective with an equivalent phrase. Alternate translation: [into two pieces]
3:25	e5vi		rc://*/ta/man/translate/translate-fraction	אֶֽת־הַ⁠חֲצִי֙	1	A **half** means one part out of two equal parts. Alternate translation: [one of the two pieces]
3:25	la4e		rc://*/ta/man/translate/figs-nominaladj	לְ⁠אַחַ֔ת & לְ⁠אֶחָֽת	1	King Solomon is using the adjectives **one** and **other** as nouns to mean certain people. Your language may use adjectives in the same way. If not, you can translate this adjective with an equivalent phrase. Alternate translation: [to one of these women … to the other woman]
3:26	vg7y		rc://*/ta/man/translate/grammar-connect-logic-result	וַ⁠תֹּ֣אמֶר הָ⁠אִשָּׁה֩ אֲשֶׁר־בְּנָ֨⁠הּ הַ⁠חַ֜י אֶל־הַ⁠מֶּ֗לֶךְ כִּֽי־נִכְמְר֣וּ רַחֲמֶי⁠הָ֮ עַל־בְּנָ⁠הּ֒	1	If it would be more natural in your language, you could reverse the order of these phrases, since the second phrase gives the reason for the result that the first phrase describes. Alternate translation: [And because her compassions for her son were kindled, the woman whose son was the living one spoke to the king]
3:26	wzlg		rc://*/ta/man/translate/figs-activepassive	נִכְמְר֣וּ רַחֲמֶי⁠הָ֮ עַל־בְּנָ⁠הּ֒	1	The expression **her compassions for her son were kindled** is a passive verbal form. If your language would not use that form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: [his decision kindled her compassions for her son]
3:26	u48i		rc://*/ta/man/translate/translate-plural	נִכְמְר֣וּ רַחֲמֶי⁠הָ֮ עַל־בְּנָ⁠הּ֒	1	The word **compassions** appears in the plural form here. The plural form suggests strong and intense feelings of love and concern that the woman had for her baby. If it would be clearer in your language, you could use singular forms and express the emphasis in another way. Alternate translation: [her compassion for her son was greatly kindled] or [his decision greatly kindled her compassion for her son]
3:26	j5bo		rc://*/ta/man/translate/figs-metaphor	נִכְמְר֣וּ רַחֲמֶי⁠הָ֮ עַל־בְּנָ⁠הּ֒	1	The author is speaking of **compassions** being **kindled** as if they were a fire that could be lit. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [she felt great compassion for her son]
3:26	k013		rc://*/ta/man/translate/figs-exclamations	בִּ֣י אֲדֹנִ֗⁠י	1	The woman is making an exclamation that expresses a strong feeling, fear for the life and safety of her child. There may be an equivalent word or phrase in your language that you can use in your translation to convey this feeling. If not, you could say what the woman was feeling, or you could say what made her afraid. Alternate translation: [Oh, no, my lord!] or [Stop, my lord!]
3:26	ui5l		rc://*/ta/man/translate/figs-infostructure	תְּנוּ־לָ⁠הּ֙ אֶת־הַ⁠יָּל֣וּד הַ⁠חַ֔י וְ⁠הָמֵ֖ת אַל־תְּמִיתֻ֑⁠הוּ	1	If it would be more natural in your language, you may want to put the information about not killing the child, which follows directly from Solomon’s instructions, before the instruction to give him to the other woman, which is new information. Alternate translation: [killing, you must not kill him, but give the living child to her]
3:26	cwdg		rc://*/ta/man/translate/figs-reduplication	וְ⁠הָמֵ֖ת אַל־תְּמִיתֻ֑⁠הוּ	1	The woman is repeating forms of the verb “kill” in order to intensify her expression of the idea that it conveys. If your language can repeat words for intensification, it would be appropriate to do that here in your translation. If not, your language may have another way of expressing the intensification. Alternate translation: [you must certainly not kill him]
3:26	k014		rc://*/ta/man/translate/grammar-connect-time-simultaneous	וְ⁠זֹ֣את אֹמֶ֗רֶת	1	The word that the ULT translates as **But** indicates that the second woman **was saying** that the servants should divide the child at the same time as when the first woman was saying not to kill the child. If it would be helpful to your readers, you could describe the time relationship more explicitly. Alternate translation: [At the same time, this one was saying]
3:26	dn7t		rc://*/ta/man/translate/figs-yousingular	גְּזֹֽרוּ	1	The implied “you” in the imperative **Divide** is plural because the woman is addressing a group of Solomon’s servants. So use the plural form in your translation if your language marks that distinction.
