Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
32:9	wqd0		rc://*/ta/man/translate/figs-ellipsis	עֶדְי֣⁠וֹ לִ⁠בְל֑וֹם	1	The psalmist is leaving out some of the words that in many languages a sentence would need in order to be complete. You can supply these words from the context if that would be clearer in your language. Alternate translation: [ornament of him to curb his behavior]
32:9	toyo		rc://*/ta/man/translate/translate-unknown	בְּ⁠מֶֽתֶג־וָ⁠רֶ֣סֶן	1	A **bit and bridle** is a kind of harness that fits around a horse’s head and includes a metal bar that goes in its mouth. If your readers would not be familiar with what a bit and bridle are, you could use more general terms as in the UST or explain them in a footnote.
32:10	d0jw		rc://*/ta/man/translate/figs-nominaladj	רַבִּ֥ים מַכְאוֹבִ֗ים לָ⁠רָ֫שָׁ֥ע	1	The psalmist is using the adjective **wicked** as a noun to mean a certain kind of person. Your language may use adjectives in the same way. If not, you can translate this adjective with an equivalent phrase. Alternate translation: [Many are the pains of those who do wicked things]
32:10	moo3		rc://*/ta/man/translate/figs-personification	חֶ֝֗סֶד יְסוֹבְבֶֽ⁠נּוּ	1	The psalmist is speaking of **covenant faithfulness** as if it were a living thing that could protect someone by surrounding them. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [Yahweh’s faithful love will protect him] or [Yahweh’s covenant faithfulness will protect him]
32:10	p8bh		rc://*/ta/man/translate/figs-abstractnouns	חֶ֝֗סֶד יְסוֹבְבֶֽ⁠נּוּ	1	If your language does not use an abstract noun for the idea of **faithfulness**, you could express the same idea in another way. Alternate translation: [who acts faithfully toward him according to his covenant]
32:11	kzgd		rc://*/ta/man/translate/figs-nominaladj	צַדִּיקִ֑ים	1	See how you translated the phrase **the righteous** in [1:5](../001/005.md). Alternate translation: [righteous people] or [people who do what is right]
32:11	aa7r		rc://*/ta/man/translate/figs-abstractnouns	וְ֝⁠הַרְנִ֗ינוּ	1	If your language does not use an abstract noun for the idea of **joy**, you could express the same idea in another way. Alternate translation: [and shout joyfully]
32:11	uj6a		rc://*/ta/man/translate/figs-metaphor	כָּל־יִשְׁרֵי־לֵֽב	1	Here the **heart** represents where a person’s thoughts and motives exist. The phrase **upright of heart** describes people whose thoughts and motives are morally straight and righteous. Alternate translation: [all who think and act righteously] or [all who live with pure motives]
33:intro	m4ih				0	# Psalm 33 Introduction\n\n## Structure and Formatting\n\nPsalm 33 is a “psalm of praise” telling how great God is.\n\n  1. Call the righteous to praise Yahweh (1–3)\n  2. Yahweh’s word and works are true and powerful (4–9)\n  3. Yahweh rules over nations and cares for his people (10–19)\n  4. Trust and hope in Yahweh’s steadfast love (20–22)\n\n## Religious and Cultural Concepts in This Psalm\n\n### Yahweh’s power\n\nYahweh is the creator and also the God of his people, Israel. Whatever he plans works out. He alone provides safety in battle.
33:1	gdgl		rc://*/ta/man/translate/figs-imperative	רַנְּנ֣וּ צַ֭דִּיקִים בַּֽ⁠יהוָ֑ה	1	This is an imperative, but it communicates an exhortation rather than a command. The psalmist is encouraging **righteous ones** to worship. If the imperative does not communicate an exhortation for your readers, then use a form in your language that communicates an exhortation or invitation. Alternate translation: [You righteous ones should shout for joy in Yahweh]
33:1	fn08		rc://*/ta/man/translate/figs-abstractnouns	רַנְּנ֣וּ	1	If your language does not use an abstract noun for the idea of **joy**, you could express the same idea in another way. Alternate translation: [Rejoice]
33:1	o4b4		rc://*/ta/man/translate/figs-nominaladj	צַ֭דִּיקִים	1	The psalmist is using the adjective **righteous** as a noun to mean a certain kind of person. Your language may use adjectives in the same way. If not, you can translate this adjective with an equivalent phrase. Alternate translation: [righteous people]
33:1	ttuy		rc://*/ta/man/translate/figs-abstractnouns	לַ֝⁠יְשָׁרִ֗ים נָאוָ֥ה תְהִלָּֽה	1	If your language does not use an abstract noun for the idea of **praise**, you could express the same idea in another way. Alternate translation: [for the upright should praise him]
33:1	faai		rc://*/ta/man/translate/figs-nominaladj	לַ֝⁠יְשָׁרִ֗ים	1	The psalmist is using the adjective **upright** as a noun to mean a certain kind of person. Your language may use adjectives in the same way. If not, you can translate this adjective with an equivalent phrase. Alternate translation: [for those who are upright]
33:2	jjcs		rc://*/ta/man/translate/figs-ellipsis	בְּ⁠נֵ֥בֶל עָ֝שׂ֗וֹר	1	The psalmist is leaving out some of the words that in many languages a sentence would need in order to be complete. You can supply these words from the context if that would be clearer in your language. Alternate translation: [give thanks with a lyre of ten strings]
33:2	kyjl		rc://*/ta/man/translate/translate-unknown	בְּ⁠נֵ֥בֶל עָ֝שׂ֗וֹר	1	A **lyre of ten** is a kind of musical instrument that has ten strings stretched across it and is plucked to produce sound. If your readers would not be familiar with what a lyre is, you could use the name of a similar thing that your readers would recognize, or you could use a more general term. Alternate translation: [a ten-stringed instrument]
33:3	wwg8		rc://*/ta/man/translate/figs-imperative	שִֽׁירוּ־ל֭⁠וֹ שִׁ֣יר חָדָ֑שׁ	1	This is an imperative, but it communicates an exhortation rather than a command. The psalmist is encouraging the people to worship. If the imperative does not communicate an exhortation for your readers, then use a form in your language that communicates an exhortation or invitation. Alternate translation: [You should sing to him a new song]
33:4	f4to		rc://*/ta/man/translate/figs-metaphor	כִּֽי־יָשָׁ֥ר דְּבַר־יְהוָ֑ה	1	Here the psalmist is speaking of Yahweh always speaking truth as if his **word** were standing straight or **upright**. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [For Yahweh always does what he says that he will do]
33:4	rcjk		rc://*/ta/man/translate/figs-metonymy	דְּבַר־יְהוָ֑ה	1	Here, **the word of Yahweh** represents what Yahweh said by using words. If it would be clearer in your language, you could state the meaning plainly. Alternate translation: [what Yahweh has said]
33:4	zsu6		rc://*/ta/man/translate/figs-abstractnouns	בֶּ⁠אֱמוּנָֽה	1	If your language does not use an abstract noun for the idea of **faithfulness**, you could express the same idea in another way. Alternate translation: [is done in a faithful way] or [is done faithfully]
33:5	ntks		rc://*/ta/man/translate/figs-possession	חֶ֥סֶד יְ֝הוָ֗ה מָלְאָ֥ה הָ⁠אָֽרֶץ	1	The psalmist is using the possessive form to describe **Yahweh** who is characterized by **covenant faithfulness**. If a speaker of your language would not use the possessive form for this, you could express this idea in another way. Alternate translation: [Yahweh faithfully keeps his covenant throughout the earth]
33:5	eeqz		rc://*/ta/man/translate/figs-abstractnouns	צְדָקָ֣ה וּ⁠מִשְׁפָּ֑ט	1	If your language does not use abstract nouns for the ideas of **righteousness** and **justice**, you could express the same ideas in other ways. Alternate translation: [what is righteous and fair]
33:5	nw37		rc://*/ta/man/translate/figs-abstractnouns	חֶ֥סֶד יְ֝הוָ֗ה	1	If your language does not use an abstract noun for the idea of **covenant faithfulness**, you could express the same idea in another way. Alternate translation: [all the ways Yahweh is faithful to his covenant]
33:5	ra5o		rc://*/ta/man/translate/figs-metaphor	מָלְאָ֥ה הָ⁠אָֽרֶץ	1	Here the psalmist is speaking of the **covenant faithfulness of Yahweh** as if it were something that could **fill** the earth like water fills a container. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [extends to everyone on the earth]
33:5	im6e		rc://*/ta/man/translate/figs-synecdoche	הָ⁠אָֽרֶץ	1	The psalmist is using **the earth** to represent everyone who lives on the earth. If it would be helpful in your language, you could use an equivalent expression from your culture or state the meaning plainly. Alternate translation: [everyone on the earth]
33:6	wxxa		rc://*/ta/man/translate/figs-parallelism	בִּ⁠דְבַ֣ר יְ֭הוָה שָׁמַ֣יִם נַעֲשׂ֑וּ וּ⁠בְ⁠ר֥וּחַ פִּ֝֗י⁠ו כָּל־צְבָאָֽ⁠ם	1	These two phrases mean basically the same thing. The second emphasizes the meaning of the first by repeating the same idea with different words. If it would be helpful to your readers, connect the phrases with a word that shows that the second phrase is repeating the first one, not saying something additional. Another approach would be to combine them and express the emphasis in another way. See how you as a team have decided to translate the parallel phrases in the Psalms, and follow that approach here and throughout this psalm. Alternate translation: [By the word of Yahweh the heavens were made, indeed, by the breath of his mouth, all of their host] or [By his command, Yahweh made the heavens and everything in them]
33:6	bv3z		rc://*/ta/man/translate/figs-metonymy	בִּ⁠דְבַ֣ר יְ֭הוָה	1	Here, **the word of Yahweh** represents the command that Yahweh spoke using words. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [By the command of Yahweh] or [When Yahweh commanded]
33:6	cglk		rc://*/ta/man/translate/figs-activepassive	שָׁמַ֣יִם נַעֲשׂ֑וּ	1	The expression **were made** is a passive verbal form. If it would be unnatural to use that form, you could express the idea in active form or in another way that is natural in your language. If you need to say who does the action, the context indicates that it is Yahweh. Alternate translation: [he made the heavens]
33:6	tpka		rc://*/ta/man/translate/figs-metonymy	וּ⁠בְ⁠ר֥וּחַ פִּ֝֗י⁠ו	1	Here, **the breath of his mouth** represents Yahweh speaking. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [and by what Yahweh spoke]
33:6	i0ir		rc://*/ta/man/translate/figs-ellipsis	כָּל־צְבָאָֽ⁠ם	1	The psalmist is leaving out some of the words that in many languages a sentence would need in order to be complete. You can supply these words from the context if that would be clearer in your language. Alternate translation: [all the stars in the heavens were made]
33:7	e9gz		rc://*/ta/man/translate/figs-simile	כַּ֭⁠נֵּד	1	The point of this comparison is that just as a **heap** is a large mass piled together, so Yahweh gathered the sea waters together into a large mass. If it would be helpful in your language, you could make this point explicitly. Alternate translation: [all piled together into one place]
33:7	j5me		rc://*/ta/man/translate/figs-metaphor	נֹתֵ֖ן בְּ⁠אֹצָר֣וֹת תְּהוֹמֽוֹת	1	Here the psalmist is speaking of the deep waters of the ocean as if they were goods that could be placed in **storehouses**. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [he contains the deep waters within their boundaries]
33:8	jah4		rc://*/ta/man/translate/figs-imperative3p	יִֽירְא֣וּ מֵ֭⁠יְהוָה כָּל־הָ⁠אָ֑רֶץ מִמֶּ֥⁠נּוּ יָ֝ג֗וּרוּ כָּל־יֹשְׁבֵ֥י תֵבֵֽל	1	The psalmist is saying what he wants the people to do. See the discussion in the introduction to this book about “let” and “may” and follow the decision of your team of how a speaker will express in this context what he wants someone to do. Alternate translation: [all of the earth should fear Yahweh; all of the dwellers of the world should be in dread of him]
33:8	m3i7		rc://*/ta/man/translate/figs-parallelism	יִֽירְא֣וּ מֵ֭⁠יְהוָה כָּל־הָ⁠אָ֑רֶץ מִמֶּ֥⁠נּוּ יָ֝ג֗וּרוּ כָּל־יֹשְׁבֵ֥י תֵבֵֽל	1	See how your translation team has decided to represent pairs of phrases in Hebrew poetry that mean basically the same thing. Alternate translation: [everyone in the world should fear Yahweh, indeed, they should all be in dread of him]
33:8	tgeo		rc://*/ta/man/translate/figs-metonymy	כָּל־הָ⁠אָ֑רֶץ	1	The psalmist is using the term **earth** to mean all the people who live on the earth. Alternate translation: [all the people of the earth]
33:9	gbpr		rc://*/ta/man/translate/figs-parallelism	כִּ֤י ה֣וּא אָמַ֣ר וַ⁠יֶּ֑הִי הֽוּא־צִ֝וָּ֗ה וַֽ⁠יַּעֲמֹֽד	1	See how your translation team has decided to represent pairs of phrases in Hebrew poetry that mean basically the same thing. Alternate translation: [Because when he spoke, everything he commanded came into existence]
33:9	eew4		rc://*/ta/man/translate/writing-pronouns	ה֣וּא אָמַ֣ר וַ⁠יֶּ֑הִי הֽוּא־צִ֝וָּ֗ה	1	The psalmist is stating the pronoun **he** separately, even though the verbs translated as **he spoke** and **he commanded** already include this meaning. He is doing that to emphasize that it was Yahweh and no other who spoke and commanded. If a speaker of your language would use an explicit pronoun for the same purpose, you may want to use that construction in your translation. If not, your language may have other ways of showing the meaning here. Alternate translation: [he himself spoke and it came to be; he himself commanded, and it stood]
33:9	st84		rc://*/ta/man/translate/writing-pronouns	וַ⁠יֶּ֑הִי הֽוּא־צִ֝וָּ֗ה וַֽ⁠יַּעֲמֹֽד	1	The pronoun **it** refers to the earth. It may be helpful to clarify this for your readers. Alternate translation: [and the earth came to be; he, he commanded, and the earth stood]
33:9	pp0q		rc://*/ta/man/translate/figs-explicit	וַֽ⁠יַּעֲמֹֽד	1	By **it stood**, the psalmist means that the earth came into existence or was created. You could indicate this explicitly in your translation if that would be helpful to your readers. Alternate translation: [and it was created]
33:10	y93f		rc://*/ta/man/translate/figs-parallelism	יְֽהוָ֗ה הֵפִ֥יר עֲצַת־גּוֹיִ֑ם הֵ֝נִ֗יא מַחְשְׁב֥וֹת עַמִּֽים	1	See how your translation team has decided to represent pairs of phrases in Hebrew poetry that mean basically the same thing. Alternate translation: [Yahweh prevents the people of the nations from accomplishing what they plan]
33:10	ndnm		rc://*/ta/man/translate/figs-metonymy	עֲצַת־גּוֹיִ֑ם	1	Here, **nations** represents either the people of the nations or the leaders of the nations. If it would be helpful in your language, you could use an equivalent expression or state the meaning plainly. Alternate translation: [the counsel of the leaders of other nations]
33:10	fro2		rc://*/ta/man/translate/figs-abstractnouns	עֲצַת־גּוֹיִ֑ם	1	If your language does not use an abstract noun for the idea of **counsel**, you could express the same idea in another way. Alternate translation: [what nations decide to do]
33:10	hnde		rc://*/ta/man/translate/figs-abstractnouns	מַחְשְׁב֥וֹת עַמִּֽים	1	If your language does not use an abstract noun for the idea of **plans**, you could express the same idea in another way. Alternate translation: [what the people plan to do]
33:11	kuzk		rc://*/ta/man/translate/figs-parallelism	עֲצַ֣ת יְ֭הוָה לְ⁠עוֹלָ֣ם תַּעֲמֹ֑ד מַחְשְׁב֥וֹת לִ֝בּ֗⁠וֹ לְ⁠דֹ֣ר וָ⁠דֹֽר	1	See how your translation team has decided to represent pairs of phrases in Hebrew poetry that mean basically the same thing. If it would be helpful to your readers, you could combine them and express the emphasis in another way. Alternate translation: [What Yahweh has decided will endure through all generations]
33:11	k3vl		rc://*/ta/man/translate/figs-abstractnouns	עֲצַ֣ת יְ֭הוָה	1	If your language does not use an abstract noun for the idea of **counsel**, you could express the same idea in another way. Alternate translation: [Everything Yahweh decides]
33:11	i1e9		rc://*/ta/man/translate/figs-metaphor	לְ⁠עוֹלָ֣ם תַּעֲמֹ֑ד	1	Here the psalmist is speaking of Yahweh’s **counsel** as if it were something that could **stand** in the sense of remaining upright and stable for all time. He means that Yahweh’s decisions are permanent and will never change or fail. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [endures forever]
33:11	d4x3		rc://*/ta/man/translate/figs-ellipsis	מַחְשְׁב֥וֹת לִ֝בּ֗⁠וֹ לְ⁠דֹ֣ר וָ⁠דֹֽר	1	The psalmist is leaving out some of the words that in many languages a sentence would need in order to be complete. You can supply these words from the context if that would be clearer in your language. Alternate translation: [the plans of his heart stand to generation and generation]
33:11	lr1u		rc://*/ta/man/translate/figs-metaphor	מַחְשְׁב֥וֹת לִ֝בּ֗⁠וֹ	1	Here the **heart** represents where Yahweh’s thoughts and intentions exist. You may have a comparable expression in your language, or you could state the meaning plainly. Alternate translation: [his intentions]
33:11	cudh		rc://*/ta/man/translate/figs-idiom	לְ⁠דֹ֣ר וָ⁠דֹֽר	1	The psalmist is using **to generation and generation** as a common expression of his culture to mean “forever” or “through all time.” If this phrase does not have that meaning for your readers, you could use a comparable expression from your language that does have that meaning, or you could state the meaning plainly. Alternate translation: [through all generations] or [forever]
33:12	nsiw		rc://*/ta/man/translate/figs-exclamations	אַשְׁרֵ֣י הַ֭⁠גּוֹי	1	The psalmist is using a phrase that expresses a strong feeling of joy or blessing. There may be an equivalent word or phrase in your language that you can use in your translation to convey this feeling. Alternate translation: [Oh, how happy is the nation] or [How blessed will be the nation]
33:12	i61t		rc://*/ta/man/translate/figs-metonymy	הַ֭⁠גּוֹי	1	Here, **nation** represents the people of the nations. If it would be helpful in your language, you could use an equivalent expression or state the meaning plainly. Alternate translation: [the people of the nation]
33:12	p0px		rc://*/ta/man/translate/figs-metaphor	לְ⁠נַחֲלָ֣ה לֽ⁠וֹ	1	Here the psalmist is speaking of **the people** as if they were **an inheritance** that Yahweh received as a possession. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [to be his own possession]
33:13	f737		rc://*/ta/man/translate/figs-parallelism	מִ֭⁠שָּׁמַיִם הִבִּ֣יט יְהוָ֑ה רָ֝אָ֗ה אֶֽת־כָּל־בְּנֵ֥י הָ⁠אָדָֽם	1	See how your translation team has decided to represent pairs of phrases in Hebrew poetry that mean basically the same thing. Alternate translation: [From the heavens, Yahweh looks down, indeed he sees all the sons of man]
33:13	e9no		rc://*/ta/man/translate/figs-idiom	בְּנֵ֥י הָ⁠אָדָֽם	1	The psalmist is using **the sons of man** as a common expression of the culture to mean “human beings.” If this phrase does not have that meaning for your readers, you could use a comparable expression from your language that does have that meaning, or you could state the meaning plainly. Alternate translation: [humanity] or [the people]
33:14	xmwp		rc://*/ta/man/translate/figs-metaphor	מִֽ⁠מְּכוֹן־שִׁבְתּ֥⁠וֹ הִשְׁגִּ֑יחַ	1	Here the psalmist is speaking of Yahweh as if he were a person who **gazes** from a physical **place of his dwelling**. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [From where he rules, he watches carefully]
33:15	igen		rc://*/ta/man/translate/figs-metaphor	הַ⁠יֹּצֵ֣ר יַ֣חַד לִבָּ֑⁠ם	1	Here the **hearts** represents their inner person, including thoughts and desires. You may have a comparable expression in your language, or you could state the meaning plainly. Alternate translation: [the one forming all of their inner beings]
33:16	c16q		rc://*/ta/man/translate/figs-activepassive	אֵֽין־הַ֭⁠מֶּלֶךְ נוֹשָׁ֣ע בְּ⁠רָב־חָ֑יִל	1	The expression **is not saved** is a passive verbal form. If it would be unnatural to use that form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: [A great army does not save the king]
33:16	zh10		rc://*/ta/man/translate/figs-activepassive	גִּ֝בּ֗וֹר לֹֽא־יִנָּצֵ֥ל בְּ⁠רָב־כֹּֽחַ	1	The expression **is not delivered** is a passive verbal form. If it would be unnatural to use that form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: [great strength does not deliver a warrior]
33:16	fezy		rc://*/ta/man/translate/figs-abstractnouns	בְּ⁠רָב־כֹּֽחַ	1	If your language does not use an abstract noun for the idea of **strength**, you could express the same idea in another way. Alternate translation: [by being very strong]
33:17	doyv		rc://*/ta/man/translate/figs-parallelism	שֶׁ֣קֶר הַ֭⁠סּוּס לִ⁠תְשׁוּעָ֑ה וּ⁠בְ⁠רֹ֥ב חֵ֝יל֗⁠וֹ לֹ֣א יְמַלֵּֽט	1	See how your translation team has decided to represent pairs of phrases in Hebrew poetry that mean basically the same thing. Alternate translation: [The horse is a falsehood for salvation, indeed, by its great strength, it does not deliver]
33:17	eehh		rc://*/ta/man/translate/figs-metaphor	שֶׁ֣קֶר הַ֭⁠סּוּס לִ⁠תְשׁוּעָ֑ה	1	Here the psalmist is speaking of the horse as if it were a lie or **a falsehood** because it gives a false sense of security. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [The horse gives a false sense of security]
33:17	qbvt		rc://*/ta/man/translate/figs-synecdoche	הַ֭⁠סּוּס	1	The psalmist is using one part of an army, a **horse**, to represent the strongest part of the army. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [Having an army with strong horses]
33:17	owec		rc://*/ta/man/translate/figs-abstractnouns	לִ⁠תְשׁוּעָ֑ה	1	If your language does not use an abstract noun for the idea of **salvation**, you could express the same idea in another way. Alternate translation: [for saving anyone]
33:18	kpk4		rc://*/ta/man/translate/figs-metaphor	הִנֵּ֤ה	1	The psalmist is using the term **Behold** to focus his listeners’ attention on what he is about to say. Your language may have a comparable expression that you can use in your translation. Alternate translation: [Look] or [Pay attention]
33:18	psqk		rc://*/ta/man/translate/figs-metonymy	עֵ֣ין יְ֭הוָה	1	Here, **the eye of Yahweh** represents Yahweh’s watchful care and attention. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [the watchful attention of Yahweh]
33:18	yo9c		rc://*/ta/man/translate/figs-abstractnouns	לְ⁠חַסְדּֽ⁠וֹ	1	If your language does not use an abstract noun for the idea of **covenant faithfulness**, you could express the same idea in another way. Alternate translation: [that he will faithfully keep his covenant]
33:19	q1a6		rc://*/ta/man/translate/figs-synecdoche	נַפְשָׁ֑⁠ם	1	The psalmist is using **soul** to represent the people who fear Yahweh themselves from the perspective of their spiritual existence. If it would be helpful in your language, you could use an equivalent expression from your culture or state the meaning plainly. Alternate translation: [those who fear him]
33:20	v9sz		rc://*/ta/man/translate/figs-synecdoche	נַ֭פְשֵׁ⁠נוּ חִכְּתָ֣ה לַֽ⁠יהוָ֑ה	1	The psalmist is using **Our soul** to represent the himself and the people from the perspective of their spiritual existence. If it would be helpful in your language, you could use an equivalent expression from your culture or state the meaning plainly. Alternate translation: [We ourselves wait for Yahweh]
33:20	v1qc		rc://*/ta/man/translate/figs-doublet	עֶזְרֵ֖⁠נוּ וּ⁠מָגִנֵּ֣⁠נוּ	1	The terms **our help** and **our shield** mean similar things. The psalmist is using the two terms together for emphasis. If it would be clearer for your readers, you could express the emphasis with a single phrase. Alternate translation: [our sure protector]
33:20	bqh0		rc://*/ta/man/translate/figs-metaphor	עֶזְרֵ֖⁠נוּ וּ⁠מָגִנֵּ֣⁠נוּ	1	Here the psalmist is speaking of Yahweh protecting his people as if he were a battle **shield**. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [is our helper and our protector]
33:21	dim0		rc://*/ta/man/translate/figs-metaphor	יִשְׂמַ֣ח לִבֵּ֑⁠נוּ	1	Here the **our hearts** represents their inner person, including thoughts and desires. You may have a comparable expression in your language, or you could state the meaning plainly. Alternate translation: [we rejoice in our inner beings]
33:21	wrmk		rc://*/ta/man/translate/figs-metonymy	בְ⁠שֵׁ֖ם קָדְשׁ֣⁠וֹ	1	The psalmist is using the term **name** to represent who Yahweh is and his character. If it would be helpful in your language, you could use an equivalent expression or state the meaning plainly. Alternate translation: [in Yahweh’s holiness]
33:22	jvfm		rc://*/ta/man/translate/figs-imperative	יְהִֽי־חַסְדְּ⁠ךָ֣ יְהוָ֣ה עָלֵ֑י⁠נוּ	1	This is an imperative, but it communicates a prayer request rather than a command. The psalmist is asking Yahweh for something. If the imperative does not communicate a polite request for your readers, then use a form in your language that communicates a polite request. It may be helpful to add an expression such as “please” to make this clear. Alternate translation: [Please let your covenant faithfulness, Yahweh, be upon us]
33:22	dsgi		rc://*/ta/man/translate/figs-abstractnouns	יְהִֽי־חַסְדְּ⁠ךָ֣ יְהוָ֣ה עָלֵ֑י⁠נוּ	1	If your language does not use an abstract noun for the idea of **covenant faithfulness**, you could express the same idea in another way. Alternate translation: [May you be faithful to your covenant with us, Yahweh]
34:intro	az5s				0	# Psalm 34 Introduction\n\n## Structure and Formatting\n\nPsalm 34 is a “psalm of thanksgiving.” It teaches that living right leads to a good life.\n\n1. Praise Yahweh and testify of his deliverance (1–7)\n2. Invite others to trust and fear Yahweh (8–14)\n3. Yahweh watches over and rescues the righteous (15–22)\n\n## Religious and Cultural Concepts in This Psalm\n\n### Yahweh’s help\n\nGood people can have problems, but God brings them through these. (See: [[rc://*/tw/dict/bible/kt/good]])
34:front	s737		rc://*/ta/man/translate/figs-metonymy	לִ⁠פְנֵ֣י	1	Here, **to the face of** represents being in the presence of or in front of the king. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [in the presence of] or [in front of]
34:front	bwbw		rc://*/ta/man/translate/writing-pronouns	וַֽ֝⁠יְגָרֲשֵׁ֗⁠הוּ וַ⁠יֵּלַֽךְ	1	The pronoun in **he sent him** refers to Abimelech, while the pronouns in **him away** and **he left** refer to David. It may be helpful to clarify this for your readers. Alternate translation: [and the king sent David away and David left]
34:1	pmcw		rc://*/ta/man/translate/figs-parallelism	אֲבָרֲכָ֣ה אֶת־יְהוָ֣ה בְּ⁠כָל־עֵ֑ת תָּ֝מִ֗יד תְּֽהִלָּת֥⁠וֹ בְּ⁠פִֽ⁠י	1	These two phrases mean basically the same thing. The second emphasizes the meaning of the first by repeating the same idea with different words. If it would be helpful to your readers, you could combine them and express the emphasis in another way. Another approach would be to connect the phrases with a word that shows that the second phrase is repeating the first one, not saying something additional. See how you as a team have decided to translate the parallel phrases in the Psalms, and follow that approach here and throughout this psalm. Alternate translation: [I will praise Yahweh without ceasing] or [I will bless Yahweh at all times, indeed, continually his praise is in my mouth]
34:1	xwuv		rc://*/ta/man/translate/figs-abstractnouns	תְּֽהִלָּת֥⁠וֹ בְּ⁠פִֽ⁠י	1	If your language does not use an abstract noun for the idea of **praise**, you could express the same idea in another way. Alternate translation: [praising him with my mouth]
34:1	fvth		rc://*/ta/man/translate/figs-metonymy	תְּֽהִלָּת֥⁠וֹ בְּ⁠פִֽ⁠י	1	Here, **my mouth** represents David’s speech. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [I shall praise him with my words]
34:2	ssvi		rc://*/ta/man/translate/figs-metonymy	תִּתְהַלֵּ֣ל נַפְשִׁ֑⁠י	1	Here, **my soul** represents David himself. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [I will boast]
34:2	gijp		rc://*/ta/man/translate/figs-nominaladj	עֲנָוִ֣ים	1	David is using the adjective **humble** as a noun to mean people who are humble. If your language would not use an adjective this way, you could translate it with an equivalent expression. Alternate translation: [those who are humble]
34:3	c2va		rc://*/ta/man/translate/figs-parallelism	גַּדְּל֣וּ לַ⁠יהוָ֣ה אִתִּ֑⁠י וּ⁠נְרוֹמְמָ֖ה שְׁמ֣⁠וֹ יַחְדָּֽו	1	See how you as a team have decided to translate the parallel phrases in the Psalms, and follow that approach here and throughout this psalm. Alternate translation: [Let us declare together that Yahweh is great]
34:3	lo5h		rc://*/ta/man/translate/figs-metaphor	גַּדְּל֣וּ לַ⁠יהוָ֣ה אִתִּ֑⁠י	1	Here David is speaking of praising Yahweh as if Yahweh were something that they could **Magnify** or make larger. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [Everyone should join me in telling others about how great Yahweh is]
34:3	dtea		rc://*/ta/man/translate/figs-imperative	וּ⁠נְרוֹמְמָ֖ה שְׁמ֣⁠וֹ יַחְדָּֽו	1	This is an imperative, but it communicates an exhortation rather than a command. David is encouraging the people to worship. If the imperative does not communicate an exhortation for your readers, then use a form in your language that communicates an exhortation or invitation. Alternate translation: [and we should all exalt his name]
34:3	adej		rc://*/ta/man/translate/figs-metonymy	שְׁמ֣⁠וֹ	1	Here, **his name** represents Yahweh himself and his reputation. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [everything about him]
34:4	tgpz		rc://*/ta/man/translate/figs-metaphor	דָּרַ֣שְׁתִּי אֶת־יְהוָ֣ה	1	David is speaking of Yahweh as if he were a lost object which could be **sought** and found. He means that the people should pray to Yahweh and desire to be in his presence. If it would be helpful in your language, you could use an equivalent expression from your culture or state the meaning plainly. Alternate translation: [I asked Yahweh for help]
34:4	mlgg		rc://*/ta/man/translate/figs-idiom	וְ⁠עָנָ֑⁠נִי	1	David is using **answered me** as a common expression of the culture to mean “acted on my behalf” in response to a request. If this phrase does not have that meaning for your readers, you could use a comparable expression from your language that does have that meaning, or you could state the meaning plainly. Alternate translation: [and he acted in my behalf]
34:4	qh2c		rc://*/ta/man/translate/figs-abstractnouns	מְ֝גוּרוֹתַ֗⁠י	1	If your language does not use an abstract noun for the idea of **fears**, you could express the same idea in another way. Alternate translation: [all the things I feared]
34:5	cm1k		rc://*/ta/man/translate/writing-pronouns	הִבִּ֣יטוּ	1	Here, **They** refers to those who seek Yahweh mentioned in the previous verse. It may be helpful to clarify this for your readers. Alternate translation: [Those who seek Yahweh look]
